"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"740","TWO FORKS","119","W 40TH ST",10018,"American"
"741","POTJANEE","48","CARMINE ST",10014,"Thai"
"742","ROUND K","99","ALLEN ST",10002,"Caf̩/Coffee/Tea"
"743","JUN-MEN RAMEN BAR","249","9TH AVE",10001,"Japanese"
"744","MEW MEN","7","CORNELIA ST",10014,"Japanese"
"745","SZECHUAN GARDEN","239","W 105TH ST",10025,"Chinese"
"746","Le Village","127","EAST    7 STREET",10009,"French"
"747","ECLAIR BAKERY","305","E 53RD ST",10022,"Bakery"
"748","THE EAGLE","554","WEST   28 STREET",10001,"American"
"749","B.B. KINGS","243","WEST   42 STREET",10036,"American"
"750","SPRINKLES ICE CREAM","782","LEXINGTON AVE",10065,"Ice Cream, Gelato, Yogurt, Ices"
"751","NY GYRO XPRESS","154","8TH AVE",10011,"Mediterranean"
"752","SANT AMBROEUS","259","WEST    4 STREET",10014,"Italian"
"753","SOCARRAT NOLITA","284","MULBERRY STREET",10012,"Spanish"
"754","MOONSTRUCK DINER","250","EAST   58 STREET",10022,"American"
"755","CANTEEN M - CITIZEN M","218","W 50TH ST",10019,"Caf̩/Coffee/Tea"
"756","BUBBA GUMP SHRIMP CO.","1501","BROADWAY",10036,"American"
"757","DUNKIN' DONUTS","2083","LEXINGTON AVENUE",10035,"Donuts"
"758","VAN LEEUWEN ARTISAN ICE CREAM","181","WAVERLY PL",10014,"Caf̩/Coffee/Tea"
"759","FLANNERY'S BAR","205","WEST   14 STREET",10011,"American"
"760","MCDONALDS","335","8TH AVE",10001,"Hamburgers"
"761","HEALTH SOS","483","10TH AVE",10018,"Juice, Smoothies, Fruit Salads"
"762","CURRY IN A HURRY","119","LEXINGTON AVENUE",10016,"Indian"
"763","MOFONGO DEL VALLE","3340","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"764","BELVEDERE CAFE","319","WEST   48 STREET",10036,"American"
"765","THE SMITH","1900","BROADWAY",10023,"American"
"766","VOILA 76","1452","2 AVENUE",10021,"Sandwiches/Salads/Mixed Buffet"
"767","CURRY DREAM","66","WEST   39 STREET",10018,"Indian"
"768","BROKEN COCONUT","15","E 4TH ST",10003,"Caf̩/Coffee/Tea"
"769","ROSE & JADE BARS","2","LEXINGTON AVENUE",10010,"American"
"770","MOM'S COOKING","33","EAST    8 STREET",10003,"American"
"771","TAP NYC","267","COLUMBUS AVE",10023,"Other"
"772","MA DUKES","2492","FREDERICK DOUGLASS BLVD",10030,"Soul Food"
"773","HOMETOWN HOTPOT & BBQ","194","GRAND ST",10013,"Chinese"
"774","Q MARQET","38","E 98TH ST",10029,"American"
"775","HALE&HEARTY SOUPS","177","MADISON AVE",10016,"Soups & Sandwiches"
"776","FUJI EAST JAPANESE BISTRO","455","MAIN STREET",10044,"Japanese"
"777","H & H MIDTOWN BAGELS EAST","1551","2 AVENUE",10028,"Bagels/Pretzels"
"778","CHECKERS","79","W 125TH ST",10027,"American"
"779","BELLA LUNA","574","COLUMBUS AVE",10024,"Italian"
"780","HUMBLE FISH","35","LISPENARD ST",10013,"Seafood"
"781","FRANKIE & JOHNNIE'S STEAKHOUSE","32","WEST   37 STREET",10018,"Steak"
"782","DYCKMAN PALACE PIZZA","121","DYCKMAN STREET",10040,"Pizza"
"783","JUNIOR'S SEAFOOD","700","WEST  180 STREET",10033,"Seafood"
"784","EL CHEVERE CUCHIFRITOS BAKERY","2002","3RD AVE",10029,"Spanish"
"785","PLAZA DELI","127","JOHN STREET",10038,"Delicatessen"
"786","FISH STOP","158","E 45TH ST",10017,"Mediterranean"
"787","THE MASALA WALA","179","ESSEX STREET",10002,"Indian"
"788","CAFE1 & CAFE 4 (AMERICAN MUSEUM OF NATURAL HISTORY)","NKA","CENTRAL PARK WEST",10024,"Sandwiches/Salads/Mixed Buffet"
"789","JIM BRADY'S RESTAURANT","75","MAIDEN LANE",10038,"Irish"
"790","ELI'S ESSENTIALS","26","E 91ST ST",10128,"Sandwiches/Salads/Mixed Buffet"
"791","CHOTE NAWAB","115","LEXINGTON AVE",10016,"Indian"
"792","QUALITY ITALIAN STEAKHOUSE","57","WEST 57 STREET",10019,"Italian"
"793","NEW UNIVERSITY DELI","603","WEST  168 STREET",10032,"Delicatessen"
"794","CROWN FRIED CHICKEN","3351","BROADWAY",10031,"Chicken"
"795","Little Italy","180","VARICK ST",10014,"Italian"
"796","IZAKAYA NOMAD","13","W 26TH ST",10010,"Japanese"
"797","ILILI BOX","700","8TH AVE",10036,"Mediterranean"
"798","PRET A MANGER","530","7 AVENUE",10018,"Sandwiches"
"799","DUNKIN' DONUTS","3936","10 AVENUE",10034,"Donuts"
"800","DOUGHNUT PLANT","220","WEST   23 STREET",10011,"Donuts"
"801","COCO FRESH TEA & JUICE","459","LEXINGTON AVENUE",10017,"Caf̩/Coffee/Tea"
"802","JOU JOU CAFE (Presbyterian hospital)","3959","BROADWAY",10032,"American"
"803","NEW YORK FILM ACADEMY CAFE","0","Peter Minuit Plaza",10004,"American"
"804","THE VILLAGE LANTERN","167","BLEECKER STREET",10012,"American"
"805","ARTURO'S","1617","YORK AVENUE",10028,"Italian"
"806","SAKEBAR DECIBEL","240","EAST    9 STREET",10003,"Japanese"
"807","TRI TIP GRILL","89","EAST   42 STREET",10017,"American"
"808","MULBERRY & VINE","155","E 44TH ST",10017,"American"
"809","PAPILLON BISTRO & BAR","22","EAST   54 STREET",10022,"French"
"810","SCHOENFIELD","236","WEST   45 STREET",10036,"American"
"811","GU","155","EAST   52 STREET",10022,"Asian"
"812","DUNKIN' DONUTS","244","MADISON AVE",10016,"Caf̩/Coffee/Tea"
"813","MULTI TASTES DINER","23","ST JAMES PLACE",10038,"American"
"814","IHOP","2082","LEXINGTON AVE",10035,"Pancakes/Waffles"
"815","SHOGA-SUSHI & OYSTER BAR","1698","2 AVENUE",10128,"Chinese"
"816","YEAH SHANGHAI DELUXE","50","MOTT STREET",10013,"Chinese"
"817","SCALINATELLA RESTAURANT","201","EAST   61 STREET",10065,"Italian"
"818","12 CORNERS COFFEE","121","MOTT ST",10013,"Caf̩/Coffee/Tea"
"819","BELLO GIARDINO","71","WEST   71 STREET",10023,"Italian"
"820","INTERMEZZO","202","8 AVENUE",10011,"Italian"
"821","SEVILLA RESTAURANT","62","CHARLES STREET",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"822","SUNITA","106","NORFOLK STREET",10002,"American"
"823","EUROPAN CAFE","135","COLUMBUS AVENUE",10023,"Sandwiches/Salads/Mixed Buffet"
"824","CAFFE VITA","124","LUDLOW ST",10002,"Caf̩/Coffee/Tea"
"825","SOHO HOUSE","2935","9 AVENUE",10014,"American"
"826","IL BUCO RESTAURANT","47","BOND STREET",10012,"Italian"
"827","EUROPAN CAFE","2197","BROADWAY",10024,"Caf̩/Coffee/Tea"
"828","KENNY'S BAKERY","126","DYCKMAN STREET",10040,"Bakery"
"829","FRIEDMAN'S","450","10TH AVE",10018,"American"
"830","TANAKA","222","EAST   51 STREET",10022,"Japanese"
"831","BURGER HEAVEN","804","LEXINGTON AVENUE",10065,"Hamburgers"
"832","TABATA NOODLE RESTAURANT","540","9 AVENUE",10018,"Japanese"
"833","BROADWAY GOURMET","584","BROADWAY",10012,"American"
"834","TARALLUCCI E VINO","9","EAST 90TH STREET",10128,"Italian"
"835","CHE BELLA PIZZA","1215","AMNSTERDAM AVENUE",10027,"Pizza/Italian"
"836","SET BBQ BISTRO","127","LUDLOW ST",10002,"Asian"
"837","POKEE","121","W 3RD ST",10012,"Hawaiian"
"838","ORIGINAL RAY'S PIZZA","811","LEXINGTON AVENUE",10065,"Pizza"
"839","POCO","33","AVENUE B",10009,"Spanish"
"840","HYO DONG GAK","51","WEST   35 STREET",10001,"Korean"
"841","CARIDAD","588","AMSTERDAM AVENUE",10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"842","LA BELLEZZA PIZZERIA","315","BROADWAY",10007,"Pizza"
"843","THINK COFFEE","123","4 AVENUE",10003,"Caf̩/Coffee/Tea"
"844","POTBELLY SANDWICH WORKS","333","7TH AVE",10001,"Sandwiches/Salads/Mixed Buffet"
"845","CROTON RESERVOIR TAVERN","108110","WEST   40 STREET",10018,"American"
"846","JAYA","90","BAXTER ST",10013,"Asian"
"847","MAGGIE REILLY'S","340","9 AVENUE",10001,"American"
"848","THREE STAR DINER","1462","1 AVENUE",10075,"American"
"849","LATITUDE BAR & GRILL","783","8 AVENUE",10036,"American"
"850","PHIL'S PIZZA WEST VILLAGE","226","VARICK STREET",10014,"Pizza"
"851","KA WAH BAKERY","9","ELDRIDGE STREET",10002,"Bakery"
"852","DRAUGHT 55 BAR & KITCHEN","245","EAST   55 STREET",10022,"American"
"853","CORNERSTONE TAVERN/THE STAG'S HEAD","961","2 AVENUE",10022,"Irish"
"854","BERKELEY","437","MADISON AVENUE",10022,"American"
"855","BRITTANYA 54TH AT AMERITANIA HOTEL","230","WEST   54 STREET",10019,"American"
"856","LIQUITERIA","41","UNION SQUARE WEST",10003,"Juice, Smoothies, Fruit Salads"
"857","BRICCO RESTAURANT","304","WEST   56 STREET",10019,"Italian"
"858","KEFI","505","COLUMBUS AVE",10024,"Greek"
"859","LUCKY STARS BAKERY","280","GRAND ST",10002,"Chinese"
"860","THE GUTHRIE INN","1259","PARK AVENUE",10029,"American"
"861","21 HOME'S KITCHEN","22","EAST   21 STREET",10010,"Chinese"
"862","LLOYD'S CARROT CAKE","1553","LEXINGTON AVENUE",10029,"Bakery"
"863","WAFFLE DE LYS","353","W 14TH ST",10014,"French"
"864","MR. BING","230","PARK AVE",10169,"Chinese"
"865","RDV","2072","FREDERICK DOUGLASS BLVD",10026,"French"
"866","DOJO RESTAURANT","10","WEST 4 STREET",10012,"Japanese"
"867","THE CHURCHILL TAVERN","45","EAST   28 STREET",10016,"English"
"868","LEMON LIFE","255","EAST  110 STREET",10029,"Japanese"
"869","TRADEMARK","38","W 36TH ST",10018,"American"
"870","DREXLER'S","9","AVENUE A",10009,"American"
"871","AMERICAN WHISKEY","247","W 30TH ST",10001,"American"
"872","RELISH CONCESSIONS & EVENT CATERING","0","INSIDE CENTRAL PARK",10065,"American"
"873","LA AVENIDA","2247","1ST AVE",10029,"Mexican"
"874","CAFE/ 911 MUSEUM","180","GREENWICH ST",10007,"Caf̩/Coffee/Tea"
"875","DOS TOROS TAQUERIA","11","CARMINE STREET",10014,"Tex-Mex"
"876","HALE & HEARTY SOUP","75","9 AVENUE",10011,"Soups & Sandwiches"
"877","CITY CATERING & CAFE","333","E 23RD ST",10010,"American"
"878","42ND STREET PIZZA DINER","647","WEST   42 STREET",10036,"American"
"879","INSOMNIA COOKIES","116","MACDOUGAL ST",10012,"Bakery"
"880","THE UNIVERSITY CLUB","1","WEST   54 STREET",10019,"American"
"881","THE BACK ROOM","102","NORFOLK STREET",10002,"American"
"882","FLAME RESTAURANT COFFEE HOUSE","893","9 AVENUE",10019,"American"
"883","NANA SUSHI","511","3RD AVE",10016,"Asian"
"884","U N RESTAURANT","348","E 49TH ST",10017,"Chinese"
"885","THE MET GRILL/DOUBLE TREE HOTEL","569","LEXINGTON AVENUE",10022,"American"
"886","BOCCA DI BACCO","635","NINTH AVENUE",10036,"Italian"
"887","NEW YORK BURGER CO.","470","W 23RD ST",10011,"American"
"888","ALTA","64","WEST   10 STREET",10011,"American"
"889","NOODLE Q","2","E BROADWAY",10038,"Chinese"
"890","SQUIRE DINER","80","BEEKMAN STREET",10038,"American"
"891","DUNKIN' DONUTS","351","GRAND ST",10002,"American"
"892","FULEEN SEAFOOD RESTAURANT","11","DIVISION ST",10002,"Chinese"
"893","INTERCONTINENTAL BARCLAY -  LOBBY   RESTAURANT","111","E 48TH ST",10004,"American"
"894","BENTON CAFE","156","EAST   45 STREET",10017,"Japanese"
"895","AMC THEATRES","1538","3RD AVE",10028,"American"
"896","TANUKI TAVERN","18","9TH AVE",10014,"American"
"897","HARLEM COFFEE CO.","151","LENOX AVE",10026,"Caf̩/Coffee/Tea"
"898","PICCOLO CAFE","274","WEST   40 STREET",10018,"Caf̩/Coffee/Tea"
"899","KRUSH","2","W 32ND ST",10001,"American"
"900","AL HIRSCHFELD THEATRE","302","WEST   45 STREET",10036,"American"
"901","CHEF YU / AZUKI","520","8 AVENUE",10018,"Chinese"
"902","RUBY'S","219","MULBERRY STREET",10012,"American"
"903","SUSHI DELIGHT","157","HESTER STREET",10013,"Japanese"
"904","MUSCLE MAKER GRILL","691","10TH AVE",10036,"American"
"905","DONT TELL MAMA","343","WEST   46 STREET",10036,"American"
"906","AUNTIE GUAN'S KITCHEN 108","108","W 14TH ST",10011,"Chinese"
"907","CAFFEINE","2124","FREDERICK DOUGLASS BLVD",10026,"Caf̩/Coffee/Tea"
"908","Gasoline Alley Coffee","154","GRAND ST",10013,"Caf̩/Coffee/Tea"
"909","PRET A MANGER","485","LEXINGTON AVENUE",10017,"Sandwiches"
"910","KENNEDY FRIED CHICKEN & PIZZA","1","W 137TH ST",10037,"Chicken"
"911","CORKBUZZ WINE STUDIO","13","EAST   13 STREET",10003,"American"
"912","THE ABBEY PUB","237","WEST  105 STREET",10025,"American"
"913","ANGELO OF MULBERRY ST.","146","MULBERRY STREET",10013,"Italian"
"914","AMC THEATRES","890","BROADWAY",10003,"Hotdogs/Pretzels"
"915","BOTTEGA RESTAURANT","1331","2 AVENUE",10021,"Italian"
"916","PIZZA PLUS (SI FERRY TERMINAL)","4","SOUTH STREET",10004,"American"
"917","CLEO RESTAURANT/ YOURS TRULY BAR & LOUNGE","444","PARK AVE S",10016,"Mediterranean"
"918","LA BONBONNIERE","28","8 AVENUE",10014,"American"
"919","MANNA HOUSE BAKERY","87","EAST BROADWAY",10002,"Bakery"
"920","CUBA","222","THOMPSON STREET",10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"921","DUNKIN' DONUTS, BASKIN ROBBINS","567","3 AVENUE",10016,"American"
"922","121 FULTON STREET","121","FULTON STREET",10038,"American"
"923","LA ISLA RESTAURANT","1883","THIRD AVENUE",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"924","SAM'S PLACE","132","EAST   39 STREET",10016,"Italian"
"925","PARK CAFE","861","7 AVENUE",10019,"American"
"926","DISHES","6","EAST   45 STREET",10017,"American"
"927","THE COTTAGE/AZUKI JAPANESE","120","EAST   16 STREET",10003,"Chinese"
"928","PLAYWRIGHT TAVERN","27","WEST   35 STREET",10001,"Irish"
"929","PROFESSOR THOM'S","219","2 AVENUE",10003,"American"
"930","HIGHLINE BALLROOM","431","WEST   16 STREET",10011,"American"
"931","SAN CARLO OSTERIA PIEMONTE","90","THOMPSON ST",10012,"Italian"
"932","KODAMA SUSHI","301","W 45TH ST",10036,"Japanese"
"933","MANHATTAN MOVEMENT & ARTS CENTER","248","WEST   60 STREET",10023,"American"
"934","Lolo's Seafood Shack","303","W 116TH ST",10026,"Seafood"
"935","FIVE NAPKIN BURGER","630","9 AVENUE",10036,"American"
"936","TEN REN'S TEA TIME","73","MOTT ST",10013,"Caf̩/Coffee/Tea"
"937","LUNELLA RESTAURANT","173","MULBERRY STREET",10013,"Italian"
"938","MIGHTY QUINN'S BBQ","75","GREENWICH AVE",10014,"American"
"939","TENZAN","988990","2 AVENUE",10022,"Japanese"
"940","BIG ARC CHICKEN","233","1ST AVE",10003,"Middle Eastern"
"941","GRAND 1 BAKERY","295","GRAND STREET",10002,"Bakery"
"942","BRAVO KOSHER PIZZA/BRAVO KOSHER BURGER","17","TRINITY PL",10006,"Jewish/Kosher"
"943","GALICIA RESTAURANT","4083","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"944","TSQ FOOD COURT","163","W 48TH ST",10036,"American"
"945","DANIEL'S BAGEL","569","THIRD AVENUE",10016,"Bagels/Pretzels"
"946","DUNKIN' DONUTS, BASKIN ROBBINS","882","LEXINGTON AVE",10065,"Donuts"
"947","AUTOMATIC SLIMS","733","WASHINGTON STREET",10014,"American"
"948","AZURI CAFE","465","WEST   51 STREET",10019,"Jewish/Kosher"
"949","VIVE LA CREPE","532","COLUMBUS AVE",10024,"French"
"950","LIMELIGHT FITNESS","656","AVENUE OF THE AMERICAS",10010,"Caf̩/Coffee/Tea"
"951","GIGI CAFE","958","3 AVENUE",10022,"American"
"952","BLUE HILL RESTAURANT","75","WASHINGTON PLACE",10011,"American"
"953","HUMMUS AND PITA CO","616","8TH AVE",10018,"Middle Eastern"
"954","SENZA GLUTEN","206","SULLIVAN ST",10012,"Italian"
"955","MINT MASALA","95","MACDOUGAL ST",10012,"Indian"
"956","JANE STREET","250","VESEY ST",10281,"American"
"957","DAVIDSTEA","275","BLEECKER STREET",10014,"Caf̩/Coffee/Tea"
"958","GREY LADY/GOA TACO/PARATHA TACO","77","DELANCEY STREET",10002,"American"
"959","CHIPOTLE MEXICAN GRILL","320","PARK AVENUE",10022,"Tex-Mex"
"960","JUICE GENERATION","599","LEXINGTON AVE",10022,"Juice, Smoothies, Fruit Salads"
"961","GREENWICH TREEHOUSE","46","GREENWICH AVENUE",10011,"American"
"962","JACQUES 1534","20","PRINCE STREET",10012,"French"
"963","CURRY HUT","534","9 AVENUE",10018,"Bangladeshi"
"964","TAVERNA DI BACCO","175","LUDLOW STREET",10002,"Italian"
"965","STONE STREET COFFEE COMPANY","132","9 AVENUE",10011,"American"
"966","INDUSTRY","355","WEST   52 STREET",10019,"American"
"967","BALADE","208","1 AVENUE",10009,"Mediterranean"
"968","ARBOR BISTRO","226","WEST HOUSTON STREET",10014,"Asian"
"969","ROAST","1569","LEXINGTON AVE",10029,"Jewish/Kosher"
"970","BRINDLE ROOM","277","EAST   10 STREET",10009,"American"
"971","EDISON BALLROOM","240","WEST   47 STREET",10036,"Asian"
"972","LE PAIN QUOTIDIEN","931","BROADWAY",10010,"American"
"973","BISTRO MILANO","1350","AVENUE OF THE AMERICAS",10019,"Italian"
"974","SAHARA EAST RESTAURANT","184","1 AVENUE",10009,"Middle Eastern"
"975","16 HANDLES","325","AMSTERDAM AVENUE",10023,"Ice Cream, Gelato, Yogurt, Ices"
"976","CHIPOTLE MEXICAN GRILL","9","WEST   42 STREET",10036,"Mexican"
"977","KAVA CAFE","803","WASHINGTON STREET",10014,"Caf̩/Coffee/Tea"
"978","DEAN & DELUCA","620","8 AVENUE",10018,"American"
"979","ARTICHOKE BASILLE'S PIZZA & BAR","111","MACDOUGAL STREET",10012,"Pizza"
"980","MACONDO","157","EAST HOUSTON STREET",10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"981","TABOONETTE","30","EAST   13 STREET",10003,"Middle Eastern"
"982","JOE ALLEN RESTAURANT","326","WEST   46 STREET",10036,"American"
"983","AKURA SUSHI","39","E 31ST ST",10016,"Japanese"
"984","NEW WAVE CAFE & RESTAURANT","2210","BROADWAY",10024,"Armenian"
"985","BIRDBATH VANDY","140","E 45TH ST",10017,"Caf̩/Coffee/Tea"
"986","PARADISO NY","105","AVENUE B",10009,"Italian"
"987","CAPPONE'S","75","9TH AVE",10011,"Italian"
"988","REME RESTAURANT","4021","BROADWAY",10032,"American"
"989","MATCH 65","29","EAST   65 STREET",10065,"French"
"990","ELEVEN MADISON PARK","11","MADISON AVENUE",10010,"American"
"991","UMBERTO'S CLAM HOUSE","132","MULBERRY STREET",10013,"Italian"
"992","VU 46","59","W 46TH ST",10036,"American"
"993","LA PICARDIA DE BROADWAY","3671","BROADWAY AVE",10031,"Spanish"
"994","WASABI SUSHI & BENTO","1","PENN PLZ CONCOURSE LEVEL",10119,"Japanese"
"995","GOLDEN UNICORN GOURMET","18","E. BROADWAY",10002,"Chinese"
"996","RED MANGO","266","W 23RD ST",10011,"American"
"997","NINGBO CAFE","21","S END AVE",10280,"Chinese"
"998","OLA' VIVABAR","453","E 78TH ST",10075,"American"
"999","IROHA JAPANESE RESTAURANT","152","WEST   49 STREET",10019,"Japanese"
"1000","LA CABANA SALVADORENA RESTAURANT","4384","BROADWAY",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1001","SUBWAY","1","PENN PLAZA",10119,"Sandwiches"
"1002","Chawlas2","216","3RD AVE",10003,"Indian"
"1003","UNIONE RESTAURANT & BAR","3628","BROADWAY",10031,"American"
"1004","LA BELLEZZA","145","E 49TH ST",10017,"Pizza"
"1005","SMOKEY BURGER ORGANIC","339","WEST   44 STREET",10036,"Hamburgers"
"1006","ADORO LEI","287","HUDSON ST",10013,"Pizza"
"1007","SHESHE PIZZERIA","961","COLUMBUS AVENUE",10025,"Pizza"
"1008","STARBUCKS","322","WEST   57 STREET",10019,"Caf̩/Coffee/Tea"
"1009","DEMITASSE COFFEE & TEA","973","COLUMBUS AVE",10025,"Caf̩/Coffee/Tea"
"1010","1803","78","READE ST",10007,"American"
"1011","LA PALAPA","77","ST MARKS PLACE",10003,"Mexican"
"1012","LE BAOBAB-GOUYGUI RESTAURANT","120","W 116TH ST",10026,"African"
"1013","FRANKIES 570 SPUNTINO","570","HUDSON STREET",10014,"Italian"
"1014","CAFE LOUP","105","WEST   13 STREET",10011,"French"
"1015","SWEET CHICK","178","LUDLOW ST",10002,"American"
"1016","AGORA TURKISH RESTAURANT","1565","SECOND AVENUE",10028,"Turkish"
"1017","RUSSIAN TURKISH BATHS","268","EAST   10 STREET",10009,"Russian"
"1018","GREEN CAFE","36","E 58TH ST",10022,"Delicatessen"
"1019","FRANNIE'S YOART","1","WEST   58 STREET",10019,"Ice Cream, Gelato, Yogurt, Ices"
"1020","GRACE CAFE","572","8TH AVE",10018,"American"
"1021","ONE IF BY LAND TWO IF BY SEA","17","BARROW ST",10014,"Armenian"
"1022","KIKOO SUSHI","141","1ST AVE",10003,"Japanese"
"1023","NEW ROMA PIZZA","116","DELANCY STREET",10002,"Pizza"
"1024","GIGI CAFE","2067","BROADWAY",10023,"American"
"1025","CARIDAD RESTAURANT","3533","BROADWAY",10031,"Spanish"
"1026","YONAH SHIMMELS KNISHES","137","EAST HOUSTON STREET",10002,"Eastern European"
"1027","83.5","345","EAST   83 STREET",10028,"American"
"1028","ABSOLUTE BAGELS","2788","BROADWAY",10025,"Bagels/Pretzels"
"1029","ZENCHAI","94","RIVINGTON ST",10002,"Caf̩/Coffee/Tea"
"1030","CAFE RIAZOR","245","WEST   16 STREET",10011,"Spanish"
"1031","ASIAN GOURMET","1509","LEXINGTON AVENUE",10029,"Asian"
"1032","LA RIVISTA RESTAURANT","313","WEST   46 STREET",10036,"Italian"
"1033","SUBWAY","437","PARK AVENUE SOUTH",10016,"Sandwiches"
"1034","POTBELLY SANDWICH WORKS","100","PARK AVE",10017,"Sandwiches/Salads/Mixed Buffet"
"1035","BENNIE'S THAI CAFE","88","FULTON STREET",10038,"Thai"
"1036","BEST FUZHOU RESTAURANT","71A","ELDRIDGE ST",10002,"Chinese"
"1037","DULCE VIDA LATIN BISTRO","1219","LEXINGTON AVE",10028,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1038","EL TAPATIO MEXICAN RESTAURANT","209","EAST  116 STREET",10029,"Mexican"
"1039","LE PAIN QUOTIDIEN","7","EAST   53 STREET",10022,"Sandwiches"
"1040","CAFE HENRIE","116","FORSYTH ST",10002,"Caf̩/Coffee/Tea"
"1041","THE JUICE SHOP","956","3RD AVE",10022,"Juice, Smoothies, Fruit Salads"
"1042","PALMA","28","CORNELIA STREET",10014,"Italian"
"1043","NEW TOPAZ","127","W 56TH ST",10019,"Thai"
"1044","ASTRO RESTAURANT","101","WEST   55 STREET",10019,"American"
"1045","HATSUHANA RESTAURANT","17","EAST   48 STREET",10017,"Japanese"
"1046","NARUTO RAMEN","1596","3 AVENUE",10128,"Japanese"
"1047","MATSUNICHI","14-18","ELIZABETH ST",10013,"Other"
"1048","LA CAVA","939","2 AVENUE",10022,"Italian"
"1049","SUSHI YASAKA","251","WEST   72 STREET",10023,"Japanese"
"1050","TUCK SHOP","68","EAST    1 STREET",10003,"Australian"
"1051","GOLDEN STEAMER","143","MOTT STREET",10013,"Bakery"
"1052","SMITH & MILLS","71","NORTH MOORE STREET",10013,"American"
"1053","CHIU HONG BAKERY","161","MOTT STREET",10013,"Bakery"
"1054","BUONGIORNO ESPRESSO","502","9 AVENUE",10018,"American"
"1055","STARBUCKS","255","WEST   43 STREET",10036,"Caf̩/Coffee/Tea"
"1056","A SAN FUZHOU RESTAURANT","7","ELDRIDGE STREET",10002,"Chinese"
"1057","STARBUCKS","14","WEST 23 STREET",10010,"Caf̩/Coffee/Tea"
"1058","AMITY HALL","982","AMSTERDAM AVE",10025,"American"
"1059","LIANG FAN DIAN","15","DIVISION ST",10002,"Chinese"
"1060","CAFE HABANA/CAFE HABANA TO GO","17","PRINCE STREET",10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1061","YANKEE PIZZA RESTAURANT","181","AVENUE C",10009,"Pizza"
"1062","SAKE BAR HAGI 46","358","W 46TH ST",10036,"Japanese"
"1063","SPITZER'S CORNER","101","RIVINGTON STREET",10002,"American"
"1064","WAFELS & DINGES","15","AVENUE B",10009,"American"
"1065","SUSHI SUSHI","54","TIEMANN PLACE",10027,"Japanese"
"1066","PEAK THAI","301","E 49TH ST",10017,"Thai"
"1067","LONDEL'S SUPPER CLUB","2620","FREDERICK DOUGLASS BOULEVARD",10030,"American"
"1068","MARY'S FISH CAMP","246","WEST    4 STREET",10014,"Seafood"
"1069","CITY COLLEGE CAFETERIA","138","ST CONVENT AVE",10031,"American"
"1070","DUNKIN' DONUTS","265","WEST   37 STREET",10018,"Donuts"
"1071","BLAUE GANS","139","DUANE STREET",10013,"German"
"1072","SOHO PARK","62","PRINCE STREET",10012,"American"
"1073","AWASH ETHIOPIAN RESTAURANT","338","EAST    6 STREET",10003,"Ethiopian"
"1074","SUBWAY","3795","BROADWAY",10032,"Sandwiches/Salads/Mixed Buffet"
"1075","CAFE R","116","W 32ND ST",10001,"American"
"1076","THE TRIPLE CROWN","330","7 AVENUE",10001,"Irish"
"1077","WHITE HORSE TAVERN","567","HUDSON STREET",10014,"American"
"1078","TSURUTONTAN UDON NOODLE BRASSERIE","21","E 16TH ST",10003,"Japanese"
"1079","MIKA JAPANESE CUISINE & BAR","150","CENTRE STREET",10013,"Chinese/Japanese"
"1080","CHOP'T","145","WEST 51 STREET",10019,"Salads"
"1081","DB BISTRO MODERNE","55","WEST   44 STREET",10036,"French"
"1082","SUKHUMVIT 51","224","E 51ST ST",10022,"Thai"
"1083","FOLEY'S N.Y. PUB AND RESTAURANT","18","WEST   33 STREET",10001,"Irish"
"1084","BAKER & CO.","263","BLEECKER ST",10014,"Italian"
"1085","BRAVEST","700","2 AVENUE",10016,"American"
"1086","PHOENIX","447","EAST   13 STREET",10009,"American"
"1087","PROTO PIZZA","50","2ND AVE",10003,"Pizza/Italian"
"1088","THE LITTLE BEET","1140","BROADWAY",10001,"American"
"1089","NEW HAPPY WOK","158","DELANCEY ST",10002,"Chinese"
"1090","XANADU COFFEE","225","W 23RD ST",10011,"Caf̩/Coffee/Tea"
"1091","INDO-PAK HALAL RESTAURANT","2173","2 AVENUE",10029,"Pakistani"
"1092","EL TEMERARIO","198","8TH AVE",10011,"Mexican"
"1093","ARTIFAKT BAR","54","WATTS STREET",10013,"American"
"1094","KENNEDY FRIED CHICKEN","2232","3RD AVE",10035,"Chicken"
"1095","KOPI KOPI","68","WEST    3 STREET",10012,"Indonesian"
"1096","PHO GRAND","277","GRAND ST",10002,"Vietnamese/Cambodian/Malaysia"
"1097","CHANG LE XIN FAN ZHUANG","36","ELDRIDGE STREET",10002,"Chinese"
