"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"5525","JUMBO'S HAMBURGERS","274","WEST  145 STREET",10039,"Hamburgers"
"5526","BAREBURGER","795","COLUMBUS AVE",10025,"Hamburgers"
"5527","CAFE FREDERICK HARLEM PARLOR","2104","FREDERICK DOUGLASS BLVD",10026,"American"
"5528","DAI-HACHI","303","E 56TH ST",10022,"Japanese"
"5529","BARCADE","148","W 24TH ST",10011,"American"
"5530","M2M MART","2935","BROADWAY",10025,"Asian"
"5531","OLYMPIC PITA","8","W 46TH ST",10036,"Mediterranean"
"5532","SMORGAS CHEF AT SCANDINAVIA HOUSE","58","PARK AVENUE",10016,"Scandinavian"
"5533","J 'S PIZZA","98","7 AVENUE",10011,"Pizza"
"5534","MOMOFUKU SSAM BAR","207","2 AVENUE",10003,"Asian"
"5535","MACCHIATO ESPRESSO BAR","565","FIFTH AVENUE",10017,"Caf̩/Coffee/Tea"
"5536","DUNKIN' DONUTS, BASKIN ROBBINS","1703","THIRD AVENUE",10128,"Donuts"
"5537","7B BAR","108","AVENUE B",10009,"American"
"5538","CASA BELLA","127","MULBERRY STREET",10013,"Italian"
"5539","TOTTO RAMEN","464","W 51ST ST",10019,"Japanese"
"5540","CHEERS CUT","36","SAINT MARKS PL",10003,"Asian"
"5541","THE CANAL PARK INN","508","CANAL ST",10013,"Continental"
"5542","HUNAN MANOR","339","LEXINGTON AVE",10016,"Chinese"
"5543","DEL POSTO RISTORANTE","85","10 AVENUE",10011,"Italian"
"5544","HILTON GARDEN INN NEW YORK /TIME SQUAR CENTRAL","136","W 42ND ST",10036,"American"
"5545","FRENCH DINER","188","ORCHARD ST",10002,"French"
"5546","GOLDEN WOKS","159","CHRISTOPHER STREET",10014,"Chinese"
"5547","CAFE ARTE","75","WALL ST",10005,"American"
"5548","CIVIC DELI","111","WORTH ST",10013,"American"
"5549","PEACEFOOD CAFE DOWNTOWN","41","EAST   11 STREET",10003,"Vegetarian"
"5550","COCO","33","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea"
"5551","CAFE ALTRO PARADISO","234","SPRING ST",10013,"Italian"
"5552","LE BATEAU IVRE","230","EAST   51 STREET",10022,"French"
"5553","UPPER STORY BY CHARLIE PALMER","979","3RD AVE",10022,"American"
"5554","NEW YORK KIMCHI","160","E 23RD ST",10010,"Korean"
"5555","TWO BOOTS MIDTOWN EAST","337","LEXINGTON AVE",10016,"Pizza"
"5556","THE AINSWORTH","122","WEST   26 STREET",10001,"American"
"5557","HARLEM HOOKAH","387","LENOX AVE",10027,"American"
"5558","BELLS' COFFEE AND DESIGN","30","GRAND ST",10013,"Caf̩/Coffee/Tea"
"5559","STARBUCKS","600","MADISON AVENUE",10022,"Caf̩/Coffee/Tea"
"5560","CAMPAGNA QUATTRO GATTI","205","EAST   81 STREET",10028,"Italian"
"5561","BARCLAYS  CLIENT DINING ROOM","745","7 AVENUE",10019,"American"
"5562","MAGNOLIA RESTAURANT","346","W 40TH ST",10018,"American"
"5563","CAPIZZI","547","9 AVENUE",10018,"Pizza"
"5564","NICOLLE BAKERY","1491","SAINT NICHOLAS AVE",10033,"Bakery"
"5565","CLIFFORD CHANCE CAFETERIA","31","WEST   52 STREET",10019,"American"
"5566","ABYSSINIA ETHIOPIAN RESTAURANT","268","WEST  135 STREET",10030,"Ethiopian"
"5567","HAN PALACE RESTAURANT","39","E BROADWAY",10002,"Chinese"
"5568","LITTLE ITALY PIZZA","696","9TH AVE",10036,"Pizza"
"5569","LES ENFANTS DE BOHEME","173","HENRY ST",10002,"French"
"5570","MAPI","1","WEST   13 STREET",10011,"American"
"5571","JUICY CUBE","674","LEXINGTON AVENUE",10022,"Juice, Smoothies, Fruit Salads"
"5572","A.N.Y. GRAND SICHUAN","307","AMSTERDAM AVE",10023,"Chinese"
"5573","CAVA MEZZE GRILL","325","PARK AVE S",10010,"Mediterranean"
"5574","BEAN N BEAN","71","BROADWAY",10006,"American"
"5575","PATHOS","932","1ST AVE",10022,"Mediterranean"
"5576","AVE'S COFFEE","23","WEST   47 STREET",10036,"Caf̩/Coffee/Tea"
"5577","STARBUCKS","666","5TH AVE",10103,"Caf̩/Coffee/Tea"
"5578","CREPERIE","112","MACDOUGAL STREET",10012,"American"
"5579","CLUB VOA","249","E 49TH ST",10017,"Japanese"
"5580","HUDSON DINER","468","HUDSON STREET",10014,"American"
"5581","EL RINCON VEGANO REST","1047","SAINT NICHOLAS AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5582","KUNG FU TEA","28","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea"
"5583","RED MANGO","701","2ND AVE",10016,"American"
"5584","FREUD","506","LAGUARDIA PL",10012,"French"
"5585","PJ CARNEY'S","906","7 AVENUE",10019,"Irish"
"5586","OBICA MOZZARELLA BAR","590","MADISON AVENUE",10022,"Italian"
"5587","BAREBURGER","535","LAGUARDIA PLACE",10012,"American"
"5588","Broadway Pizza","1157","BROADWAY",10001,"Pizza"
"5589","BARBETTA RESTAURANT","319321","323 W. 46TH ST.",10036,"Italian"
"5590","SPAGHETTI INCIDENT","231","ELDRIDGE ST",10002,"Italian"
"5591","HEX & COMPANY","2871","BROADWAY",10025,"Caf̩/Coffee/Tea"
"5592","CAFE 21 (entrance is between 60TH & 61st Street on Hudson)","21","W END AVE",10023,"American"
"5593","KOSAKA","220","W 13TH ST",10011,"Japanese"
"5594","RIPOSO 46","667","9 AVENUE",10036,"Italian"
"5595","MARCHIS RESTAURANT","251","EAST   31 STREET",10016,"Italian"
"5596","FLAT TOP","1241","AMSTERDAM AVENUE",10027,"American"
"5597","THE DEZ","227","MULBERRY ST",10012,"Other"
"5598","MERCER KITCHEN","99","PRINCE STREET",10012,"Irish"
"5599","HANAMICHI","28","W 32ND ST",10001,"Asian"
"5600","UPTOWN JUICE BAR","2524","7TH AVE",10039,"Juice, Smoothies, Fruit Salads"
"5601","PIANOS","158","LUDLOW STREET",10002,"American"
"5602","PISTICCI RESTAURANT","125","LA SALLE STREET",10027,"Italian"
"5603","FIG & OLIVE MIDTOWN","10","EAST   52 STREET",10022,"Mediterranean"
"5604","BY THE WAY BAKERY","1236","LEXINGTON AVE",10028,"Jewish/Kosher"
"5605","CASA LEVER","390","PARK AVENUE",10022,"Italian"
"5606","VIP CLUB","20","WEST   20 STREET",10011,"American"
"5607","SHAKE SHACK","0","MADISON SQUARE PARK",10010,"Hamburgers"
"5608","YEFSI ESTIATORIO","1481","YORK AVENUE",10075,"Greek"
"5609","LE PAIN QUOTIDIEN","494","AMSTERDAM AVENUE",10024,"Sandwiches"
"5610","BEDLAM","40","AVENUE C",10009,"American"
"5611","PURE GREEN","45","E 45TH ST",10017,"Other"
"5612","TONIC TIMES SQUARE","727","7 AVENUE",10019,"American"
"5613","IGGY'S PIZZERIA","173","1 AVENUE",10003,"Pizza"
"5614","SQUARE DINER","33","LEONARD STREET",10013,"American"
"5615","CIRCLE LINE STATEN ISLAND","PIER 83","W 42 ST @ HUDSON RIVER",10036,"Other"
"5616","CHIPOTLE MEXICAN GRILL","2298","BROADWAY",10024,"Tex-Mex"
"5617","DONA BELLA  PIZZA","154","CHURCH STREET",10007,"Pizza"
"5618","MOON HOUSE CHINESE RESTAURANT","1810","3 AVENUE",10029,"Chinese/Japanese"
"5619","CONTINENTAL","25","3 AVENUE",10003,"American"
"5620","RUSTY'S FLAVOR","2261","ADAM CLAYTON POWELL JR BLVD",10030,"Caribbean"
"5621","BY SUZETTE","38","E 23RD ST",10010,"French"
"5622","SUGAR HILL CAFE","410","W 145TH ST",10031,"Caf̩/Coffee/Tea"
"5623","JOHAL DELI","945","COLUMBUS AVE",10025,"Pakistani"
"5624","FRESCOS PIZZERIA","804","W 187TH ST",10033,"Pizza"
"5625","MAMAN","837","WASHINGTON ST",10014,"Caf̩/Coffee/Tea"
"5626","ESANATION","750","9TH AVE",10019,"Thai"
"5627","BLUESTONE LANE","55","GREENWICH AVE",10014,"Australian"
"5628","KANA TAPAS BAR & RESTAURANT","324","SPRING STREET",10013,"Tapas"
"5629","212 STEAKHOUSE","316","E 53RD ST",10022,"Steak"
"5630","GELATO GIUSTO","164","9TH AVE",10011,"Ice Cream, Gelato, Yogurt, Ices"
"5631","THE OTHEROOM","143","PERRY STREET",10014,"American"
"5632","HOUSTON HALL","222","WEST HOUSTON STREET",10014,"American"
"5633","FAILTE","531","2 AVENUE",10016,"Irish"
"5634","DIG INN SEASONAL MARKET","40","WEST   55 STREET",10019,"American"
"5635","UTSAV FESTIVE INDIA RESTAURANT","1185","AVENUE OF AMERICAS",10036,"Indian"
"5636","ATWOOD KITCHEN & BAR","986","2ND AVE",10022,"American"
"5637","Grand Banks",NA,"Park N. Moore St. at West S",10013,"Seafood"
"5638","MOMOFUKU MILK BAR","251","EAST   13 STREET",10003,"Caf̩/Coffee/Tea"
"5639","SWEETGREEN","600","W 115TH ST",10025,"Soups & Sandwiches"
"5640","SISTERS CUISINE","1931","MADISON AVENUE",10035,"Caribbean"
"5641","NEIL SIMON THEATRE","250","WEST   52 STREET",10019,"American"
"5642","JJ'S CAFE","524","WEST   59 STREET",10019,"American"
"5643","EDEN WOK","43","E 34TH ST",10016,"Jewish/Kosher"
"5644","AMORINO","721","8TH AVE",10036,"Ice Cream, Gelato, Yogurt, Ices"
"5645","NIU NOODLE HOUSE","15","GREENWICH AVENUE",10014,"Chinese"
"5646","WAVERLY RESTAURANT","385","6 AVENUE",10014,"American"
"5647","CHINA MOON","7","EAST 47 STREET",10017,"Chinese"
"5648","MONKEY BAR","60","EAST   54 STREET",10022,"American"
"5649","RED STAR CHINESE RESTAURANT","2529","ADAM CLAYTON POWELL JR BLVD",10039,"Chinese"
"5650","WATERSIDE CAFE","25","WATERSIDE PLZ",10010,"American"
"5651","STARBUCKS","655","LEXINGTON AVENUE",10022,"Caf̩/Coffee/Tea"
"5652","CAFE 55","55","WATER ST",10004,"American"
"5653","SL GREEN REALTY","420","LEXINGTON AVENUE",10017,"American"
"5654","JOHN SULLIVAN'S PUB","210","W 35TH ST",10001,"Irish"
"5655","EDWARD'S","136","WEST BROADWAY",10013,"American"
"5656","BURGER & BARREL","25","WEST HOUSTON STREET",10012,"American"
"5657","POKE BOWL","104","FULTON ST",10038,"Hawaiian"
"5658","POKE RESTAURANT","343","EAST 85 STREET",10028,"Japanese"
"5659","HEARTH","403","EAST   12 STREET",10009,"American"
"5660","LOIS BAR","98","AVENUE C",10009,"American"
"5661","ABURIYA KINNOSUKE","213","EAST   45 STREET",10017,"Japanese"
"5662","DANTE'S GOURMET FOOD","166","WILLIAM STREET",10038,"American"
"5663","HALE & HEARTY SOUP","462","7 AVENUE",10018,"Soups & Sandwiches"
"5664","SUNSWEET FRESH MARKET","838","6TH AVE",10001,"American"
"5665","LITTLE LUZZO'S","119","EAST   96 STREET",10128,"Pizza/Italian"
"5666","COMA BUENO RESTAURANT","944","COLUMBUS AVENUE",10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5667","EATSA","285","MADISON AVE",10017,"Vegetarian"
"5668","ARTS AND CRAFTS BEER PARLOR","1135","AMSTERDAM AVE",10025,"American"
"5669","RYAN'S DAUGHTER CAFE","350","EAST   85 STREET",10028,"Irish"
"5670","CLASSIC COFFEE SHOP","56","HESTER STREET",10002,"Caf̩/Coffee/Tea"
"5671","WAKAMBA","543","8 AVENUE",10018,"American"
"5672","THE BOIL","17","WAVERLY PL",10003,"American"
"5673","NICK'S PIZZABAR","365","3RD AVE",10016,"Italian"
"5674","POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS","321","WEST  125 STREET",10027,"Chicken"
"5675","CHOP'T","1376","3RD AVE",10075,"Salads"
"5676","PARADIGM CAFE","464","9TH AVE",10018,"Caf̩/Coffee/Tea"
"5677","INWOOD BAR AND GRILL","4892","BROADWAY",10034,"American"
"5678","FELICE 64 WINE BAR","1166","1 AVENUE",10065,"Italian"
"5679","BEST BAGEL & COFFEE","225","W 35TH ST",10001,"Bagels/Pretzels"
"5680","THE GREY DOG MULBERRY","244","MULBERRY STREET",10012,"American"
"5681","LA BOITE","724","11 AVENUE",10019,"American"
"5682","SOMM TIME A WINE BAR","959","2ND AVE",10022,"American"
"5683","TINY'S GIANT SANDWICH SHOP","129","RIVINGTON STREET",10002,"Sandwiches"
"5684","EUROPA CAFE","11","PENN PLAZA",10001,"Sandwiches/Salads/Mixed Buffet"
"5685","CAFE 212/COLUMBIA CATERING KITCHEN - ALFRED LERNER HALL","2920","BROADWAY",10027,"Caf̩/Coffee/Tea"
"5686","DOCKS RESTAURANT","633","3 AVENUE",10017,"Seafood"
"5687","LATTE ART","15","STONE ST",10004,"Caf̩/Coffee/Tea"
"5688","TARALLUCCI E VINO","44","E 28TH ST",10016,"Italian"
"5689","WATERMARK BAR","78","SOUTH STREET",10038,"American"
"5690","CITY COLLEGE: NAC FOOD COURT","160","CONVENT AVE",10031,"American"
"5691","CBS EMPLOYEE CAFETERIA","524","W. 57TH ST",10019,"American"
"5692","DYCKMAN BAKERY","176","DYCKMAN ST",10040,"Bakery"
"5693","PANINI GRILL","937","1ST AVE",10022,"American"
"5694","MAOZ VEGETARIAN","0","106 STREET & 5 AVENUE",10029,"Vegetarian"
"5695","OH OH EXPRESS","4226","BROADWAY",10033,"Pizza"
"5696","RYEHOUSE","11","WEST 17 STREET",10011,"American"
"5697","OLIVE TREE CAFE & COMEDY CELLAR","117","MAC DOUGAL STREET",10012,"American"
"5698","CAFFE BENE","9","EDWARD M MORGAN PL",10032,"American"
"5699","THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT","1717","BROADWAY",10019,"American"
"5700","THE SPOT AT CENTER COURT","475","RIVERSIDE DRIVE",10027,"American"
"5701","TAAM TOV","41","W 47TH ST",10036,"Jewish/Kosher"
"5702","MANHATTAN CENTER","311","WEST   34 STREET",10001,"American"
"5703","AMITY HALL","80","WEST    3 STREET",10012,"American"
"5704","BISTRO CHAT NOIR","22","EAST   66 STREET",10065,"French"
"5705","DUNKIN' DONUTS","64","FULTON STREET",10038,"Donuts"
"5706","809 GRILL & BAR RESTAURANT","112","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5707","BILLIE'S BLACK BAR LOUNGE AND RESTAURANT","271","WEST  119 STREET",10026,"Soul Food"
"5708","PRET A MANGER","50","BROADWAY",10004,"Sandwiches"
"5709","HUNGRY GHOST COFFEE BAR AND CAFE AT TISCH","721","BROADWAY",10003,"Caf̩/Coffee/Tea"
"5710","THE GAF","401","WEST   48 STREET",10036,"American"
"5711","THURSDAY KITCEHN","424","E 9TH ST",10009,"Asian"
"5712","LAN LARB SOHO","227","CENTRE ST",10013,"Thai"
"5713","J P MORGAN CHASE","270","PARK AVENUE",10017,"American"
"5714","POLASH INDIAN CUISINE RESTAURANT","2179","3 AVENUE",10035,"Indian"
"5715","JUICY LUCY'S","72","EAST    1 STREET",10003,"Juice, Smoothies, Fruit Salads"
"5716","ELLINGTON","936","AMSTERDAM AVE",10025,"American"
"5717","BOMBAY GRILL HOUSE","764A","9TH AVE",10019,"Indian"
"5718","BY SUZETTE","494","8TH AVE",10001,"French"
"5719","EL QUINTO PINO","401","WEST   24 STREET",10011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5720","WASABI SUSHI BENTO","561","SEVENTH AVENUE",10018,"Japanese"
"5721","CAFE FRESCO","205","EAST   60 STREET",10022,"American"
"5722","OCEAN DRAGON RESTAURANT","877","10 AVENUE",10019,"Chinese"
"5723","COCOTTE","110","THOMPSON STREET",10012,"French"
"5724","C & B","178","E 7TH ST",10009,"Caf̩/Coffee/Tea"
"5725","JOE:THE ART OF COFFEE","514","COLUMBUS AVENUE",10024,"Caf̩/Coffee/Tea"
"5726","OFICINA LATINA","24","PRINCE STREET",10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5727","THE LITTLE OWL","90","BEDFORD STREET",10014,"American"
"5728","ANGEL OF HARLEM","2272","FREDERICK DOUGLASS BLVD",10027,"Caribbean"
"5729","CHA CHA'S BACKYARD GARDEN BAR & CAFE","113","MULBERRY STREET",10013,"Italian"
"5730","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","121","WEST  125 STREET",10027,"Caribbean"
"5731","ROCKWOOD MUSIC HALL","184198","ALLEN STREET",10002,"American"
"5732","JUSTINOS","881","10TH AVE",10019,"Pizza"
"5733","DESI GALLI","101","LEXINGTON AVE",10016,"Indian"
"5734","SWEETGREEN WALL STREET","67","WALL ST",10005,"Salads"
"5735","MEZZALUNA","1295","THIRD AVENUE",10021,"Italian"
"5736","KING'S CHEF","587","LENOX AVE",10037,"Chicken"
"5737","ESO","2906","FREDERICK DOUGLASS BLVD",10039,"American"
"5738","SILVER PALACE CHINESE FOOD","1430","ST NICHOLAS AVENUE",10033,"Chinese"
"5739","JOE & THE JUICE HUDSON ST","549","HUDSON ST",10014,"Other"
"5740","TERRI","60","WEST   23 STREET",10010,"Vegetarian"
"5741","BARNES & NOBLE CAFE","150","EAST   86 STREET",10028,"Caf̩/Coffee/Tea"
"5742","FRESH & CO","425","PARK AVENUE SOUTH",10016,"Salads"
"5743","CHA CHA MATCHA","373","BROOME ST",10013,"Caf̩/Coffee/Tea"
"5744","HYATT PLACE NEW YORK MIDTOWN SOUTH","52-54","W 36TH ST",10018,"Continental"
"5745","THE MICHELANGELO","152","WEST   51 STREET",10019,"American"
"5746","NO MALICE PALACE","197","EAST    3 STREET",10009,"American"
"5747","HINATA RAMEN","159","E 55TH ST",10022,"Japanese"
"5748","NARUTO RAMEN","2634","BROADWAY",10025,"Japanese"
"5749","ROBUSTA  ESPRESSO BAR","50","W 47TH ST",10036,"Caf̩/Coffee/Tea"
"5750","METROPOLITAN CLUB","1","EAST   60 STREET",10022,"American"
"5751","PASTICCERIA ROCCO","243","BLEECKER STREET",10014,"Bakery"
"5752","HOTEL CHANTELLE","92","LUDLOW STREET",10002,"American"
"5753","AMC THEATRES","66","3RD AVE",10003,"American"
"5754","MERCURY BAR","659","9 AVENUE",10036,"American"
"5755","JIMMY'S CORNER","140","WEST   44 STREET",10036,"American"
"5756","LUZZO'S","211","1ST AVE",10003,"Pizza/Italian"
"5757","ESPRESSO MATTO","2","W 46TH ST",10036,"Caf̩/Coffee/Tea"
"5758","ARTURO'S PIZZA","1610","YORK AVE",10028,"Pizza"
"5759","BEI JING CHINESE RESTAURANT","860","10 AVENUE",10019,"Chinese"
"5760","INASE SUSHI RESTAURANT","1586","1 AVENUE",10028,"Japanese"
"5761","FAMOUS RAY'S PIZZA","736","7 AVENUE",10019,"Pizza"
"5762","DOS CAMINOS SOHO","475","WEST BROADWAY",10012,"Mexican"
"5763","BROTHERS BAKERY CAFE","2155","2ND AVE",10029,"American"
"5764","LUU'S  BAGUETTE","134","EAST   26 STREET",10010,"Vietnamese/Cambodian/Malaysia"
"5765","PERGOLA","109","WEST   39 STREET",10018,"Delicatessen"
"5766","THE BOX","189","CHRYSTIE STREET",10002,"American"
"5767","PIZZA STOP","127","EAST BROADWAY",10002,"Pizza"
"5768","NEW NO. 1 CHINESE RESTAURANT","83","WEST 115 STREET",10026,"Chinese"
"5769","SCHNIPPERS","570","LEXINGTON AVE",10022,"American"
"5770","BURGER KING","106","LIBERTY ST",10006,"Hamburgers"
"5771","JUICY SPOT CAFE","109","LUDLOW ST",10002,"Juice, Smoothies, Fruit Salads"
"5772","SOHO THAI","141","GRAND ST",10013,"Thai"
"5773","ARDESIA","510","WEST   52 STREET",10019,"American"
"5774","AYIOS GREEK ROTISSERIE","2","ST MARKS PLACE",10003,"Greek"
"5775","HOTEL CARLYLE","35","EAST 76 STREET",10021,"American"
"5776","BARRY'S BOOTCAMP NOHO","419","LAFAYETTE ST",10003,"Juice, Smoothies, Fruit Salads"
"5777","BANQUET KITCHEN (MARRIOTT)","85","WEST STREET",10006,"American"
"5778","BEDFORD AND CO","118","E 40TH ST",10016,"American"
"5779","ONASSIS CAFE","71","GREENE STREET",10012,"Caf̩/Coffee/Tea"
"5780","GRAFFITI","130","DUANE ST",10013,"American"
"5781","THAI SELECT","472","9TH AVE",10018,"Thai"
"5782","NATURAL FOOD DELI","2180","3RD AVE",10035,"American"
"5783","CAFE LUKA","1319","1 AVENUE",10021,"American"
"5784","PANAME","1068","2ND AVE",10022,"French"
"5785","LE ZIE TRATTORIA","172","7 AVENUE",10011,"Italian"
"5786","5 BORO BURGER","80","WEST   36 STREET",10018,"American"
"5787","DIM SUM PALACE","47","W 55TH ST",10019,"Chinese"
"5788","MCKINSEY & COMPANY CAFETERIA","55","E 52ND ST",10022,"American"
"5789","RAMEN ISHIDA","122","LUDLOW ST",10002,"Japanese"
"5790","PRIME AT THE BENTLEY","500","EAST   62 STREET",10065,"Jewish/Kosher"
"5791","PAUSE CAFE","3","CLINTON SREET",10002,"Caf̩/Coffee/Tea"
"5792","PRET A MANGER","1","ASTOR PL",10003,"Sandwiches/Salads/Mixed Buffet"
"5793","PARIS BAGUETTE","2039","BROADWAY",10023,"French"
"5794","ENTRE AMIGO","2244","AMSTERDAM AVE",10032,"Spanish"
"5795","MULBERRY STREET BAR","176 12","MULBERRY STREET",10013,"Italian"
"5796","DAVIDSTEA","1124","3 AVENUE",10065,"Caf̩/Coffee/Tea"
"5797","CHELSEA SQUARE RESTAURANT","368","WEST   23 STREET",10011,"American"
"5798","DUNKIN' DONUTS, BASKIN ROBBINS","100","1 AVENUE",10009,"Donuts"
"5799","USKUDAR RESTAURANT","1405","SECOND AVENUE",10021,"Turkish"
"5800","REX","864","10 AVENUE",10019,"Caf̩/Coffee/Tea"
"5801","EL BARRIO RESTAURANT","158","EAST  116 STREET",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5802","PIACERE","351","BROOME STREET",10013,"Italian"
"5803","UNITED FRIED CHICKEN","567","LENOX AVE",10037,"Chicken"
"5804","STARBUCKS","11011109","AVENUE OF THE AMERICAS",10036,"Caf̩/Coffee/Tea"
"5805","TRIBECA BAGELS","374","CANAL STREET",10013,"Delicatessen"
"5806","FOUR CUTS STEAKHOUSE","1076","1 AVENUE",10022,"American"
"5807","MUZZARELLA PIZZA","221","AVENUE A",10009,"Pizza"
"5808","LE PAIN QUOTIDIEN","81","WEST BROADWAY",10007,"Sandwiches/Salads/Mixed Buffet"
"5809","GUACAMOLE TAQUIERA","5025","BROADWAY",10034,"Mexican"
"5810","LATIN AMERICAN RESTAURANT","29","WEST   26 STREET",10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5811","FIVESTUY CAFE","5","STUYVESANT OVAL",10009,"Sandwiches"
"5812","GIANO","126","EAST    7 STREET",10009,"Italian"
"5813","NEW SAU VOI","101105","LAFAYETTE STREET",10013,"Sandwiches"
"5814","SALUGGI'S","325","CHURCH STREET",10013,"Italian"
"5815","NEW 888 CHINA EXPRESS","88","E. BROADWAY",10002,"Chinese"
"5816","WAFELS & DINGES","102","W 35TH ST",10001,"French"
"5817","JUBAN","207","10TH AVE",10011,"Japanese"
"5818","KING'S WOK RESTAURANT","3575A","BROADWAY",10031,"Chinese"
"5819","BISTRO LES AMIS","180","SPRING STREET",10012,"French"
"5820","TASTI-D-LITE","1310","1ST AVE",10021,"Ice Cream, Gelato, Yogurt, Ices"
"5821","HAI STREET KITCHEN & CO","NKA","BROADWAY",10036,"Japanese"
"5822","LZ SUSHI","355","7 AVENUE",10001,"Japanese"
"5823","CAMARADAS EL BARRIO","2241","1 AVENUE",10029,"Polynesian"
"5824","MONIQUE'S LOUNGE 108","181","EAST  108 STREET",10029,"American"
"5825","AGAVE MEXICAN & AMERICAN GRILL","398","W 145TH ST",10031,"Mexican"
"5826","BEAUTY AND ESSEX","146","ESSEX STREET",10002,"American"
"5827","WENG'S PALACE","304","WEST   40 STREET",10018,"Chinese"
"5828","Indian Tanpura","564","AMSTERDAM AVENUE",10024,"Indian"
"5829","HAKUBAI and JAZZ at KITANO","66","PARK AVENUE",10016,"Japanese"
"5830","OLD CASTLE PUB & RESTAURANT","160","WEST   54 STREET",10019,"American"
"5831","STARBUCKS","2","COLUMBUS AVENUE",10019,"Caf̩/Coffee/Tea"
"5832","CINEMA VILLAGE","22","EAST   12 STREET",10003,"American"
"5833","LOCANDA VERDE","377","GREENWICH STREET",10013,"Italian"
"5834","WESTEND LOUNGE","955","WEST END AVENUE",10025,"American"
"5835","THE WRIGHT","1071","5 AVENUE",10128,"American"
"5836","NYY STEAK","7","W 51ST ST",10019,"American"
"5837","SOUVLAKI GR","116","STANTON STREET",10002,"Greek"
"5838","MCDONALD'S","167","CHAMBERS STREET",10007,"American"
"5839","COCINA LATINA","4986","BROADWAY",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5840","LE PIF CHELSEA","465","W 23RD ST",10011,"French"
"5841","DUNKIN' DONUTS/BASKIN ROBBINS","269","8 AVENUE",10011,"Donuts"
"5842","BOCCA DI BACCO","167","9 AVENUE",10011,"Italian"
"5843","UNCLE TONY'S PIZZA","1596","AMSTERDAM AVE",10031,"Pizza"
"5844","SUBWAY","250","10TH AVE",10001,"Sandwiches"
"5845","BABY BO'S CANTINA","627","2 AVENUE",10016,"Tex-Mex"
"5846","BROADWAY DELI & BAGEL'S","515","WEST   42 STREET",10036,"Delicatessen"
"5847","GREAT SICHUAN","363","3RD AVE",10016,"Chinese"
"5848","EFFYS CAFE","104","W 96TH ST",10025,"Mediterranean"
"5849","HALE & HEARTY SOUP","1100","AVENUE OF THE AMERICAS",10036,"Soups & Sandwiches"
"5850","GREAT WALL","800","W 181ST ST",10033,"Chinese"
"5851","DUNKIN' DONUTS","687","AMSTERDAM AVENUE",10025,"Donuts"
"5852","NYU-WEINSTEIN DINING HALL","43231","UNIVERSITY PLACE",10003,"American"
"5853","MOMOSAN RAMEN & SAKE","342","LEXINGTON AVE",10016,"Japanese"
"5854","CURRENT","111A","11th AVENUE",10011,"American"
"5855","HOME SWEET HARLEM","1528","AMSTERDAM AVENUE",10031,"American"
"5856","4TH FLOOR CAFE","221","EAST 71ST STREET",10021,"American"
"5857","TURKISH KITCHEN","386","3 AVENUE",10016,"Turkish"
"5858","PEET'S COFFEE","853","BROADWAY",10003,"Caf̩/Coffee/Tea"
"5859","PENNY FARTHING RESTAURANT","103","3 AVENUE",10003,"American"
"5860","MAMAJUANA CAFE","247","DYCKMAN STREET",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5861","MASALA CLUB","254","W 108TH ST",10025,"Indian"
"5862","DUNKIN' DONUTS","680","ST NICHOLAS AVENUE",10030,"Donuts"
"5863","PIC UP STIX","1372","LEXINGTON AVE",10128,"Chinese"
"5864","FIG & OLIVE","808","LEXINGTON AVENUE",10065,"Mediterranean"
"5865","BLU ON PARK","116","E 60TH ST",10022,"Steak"
"5866","WOLFGANG'S STEAKHOUSE","200","EAST   54 STREET",10022,"Steak"
"5867","MINUS CELSIUS ICE CREAM","302","GRAND ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"5868","EAT-A-BAGEL--John Marchi Ferry","12","WHITE HALL FERRY TERMINAL",10004,"Bagels/Pretzels"
"5869","QUANTUM LEAP","226","THOMPSON ST",10012,"Vegetarian"
"5870","THE KINGSIDE","120","W 57TH STREET",10019,"American"
"5871","WONDEE SIAM","792","9TH AVE",10019,"Thai"
"5872","HAMPTON INN-HERALD SQUARE","116","WEST   31 STREET",10001,"American"
"5873","TWO BOOTS","42","AVENUE A",10009,"Pizza/Italian"
"5874","OTTO ENOTECA PIZZERIA","1","5 AVENUE",10003,"Pizza/Italian"
