"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"7924","CUP AND CRULLER","467","W 49TH ST",10019,"Bakery"
"7925","MILK BAR/FUKU","110","WALL ST",10005,"CafÃ©/Coffee/Tea"
"7926","LE PAIN QUOTIDIEN","16","EAST   44 STREET",10017,"Bakery"
"7927","SOUVLAKI GR MIDTOWN","162","W 56TH ST",10019,"Greek"
"7928","CAFFE GRAZIE","26","EAST   84 STREET",10028,"Italian"
"7929","THEP","1439","2ND AVE",10021,"Thai"
"7930","JUST SALAD","663","LEXINGTRON AVENUE",10022,"Salads"
"7931","#1 Chinese Restaurant","825","W 181ST ST",10033,"Chinese"
"7932","GATHER","303","SPRING ST",10013,"CafÃ©/Coffee/Tea"
"7933","88 CHINESE RESTAURANT","473","LENOX AVENUE",10037,"Chinese"
"7934","MELANI PIZZERIA","170","RIVINGTON ST",10002,"Pizza"
"7935","A&E Networks","235","E 45TH ST",10017,"CafÃ©/Coffee/Tea"
"7936","I SODI","105","CHRISTOPHER STREET",10014,"Italian"
"7937","CECI ITALIAN CUISINE","46","WEST   46 STREET",10036,"Italian"
"7938","STARBUCKS","2498","BROADWAY",10025,"CafÃ©/Coffee/Tea"
"7939","BOND 45 ITALIAN KITCHEN AND BAR","221","W 46TH ST",10036,"Italian"
"7940","POKE INN","357","W 49TH ST",10019,"Salads"
"7941","ALLEN HOTEL","88","ALLEN ST",10002,"CafÃ©/Coffee/Tea"
"7942","WHITE CASTLE","20922094","7TH AVE",10027,"Hamburgers"
"7943","Cafe Hestia","686","3RD AVE",10017,"Sandwiches/Salads/Mixed Buffet"
"7944","FRUIT PARADISE","112","NAGLE AVE",10040,"Juice, Smoothies, Fruit Salads"
"7945","21 BAR","4318","BROADWAY",10033,"American"
"7946","FLAMING SADDLES SALOON","793","9 AVENUE",10019,"American"
"7947","COFFEE CLOCK","1408","2ND AVE",10021,"CafÃ©/Coffee/Tea"
"7948","ZESTY PIZZA & SALUMERIA","1670","3RD AVE",10128,"Pizza"
"7949","ABITINO'S PIZZA","730","10TH AVE",10019,"Pizza"
"7950","CAFE BELLE","280","MULBERRY ST",10012,"CafÃ©/Coffee/Tea"
"7951","O' CAFE","79","5TH AVE",10003,"CafÃ©/Coffee/Tea"
"7952","PIER 25 SNACK BAR","225","WEST STREET",10013,"American"
"7953","HESTER STREET CAFE","235","BOWERY",10002,"CafÃ©/Coffee/Tea"
"7954","TEMPURA MATSUI","222","E 39TH ST",10016,"Japanese"
"7955","JAMES PERSE ENTERPRISES","368","BLEECKER ST",10014,"Other"
"7956","NO HO JUICE BAR & DELI","208","MERCER STREET",10012,"Delicatessen"
"7957","WINGSTOP","63","W 125TH ST",10027,"Chicken"
"7958","THE EXECUTIVE CLUB","603","W 45TH ST",10036,"Other"
"7959","Playwright Celtic Pub","732","8 AVENUE",10036,"Irish"
"7960","ASAMI SHANGHAI","513","6TH AVE",10011,"Japanese"
"7961","RADIANCE TEA HOUSE & BOOKS","158","WEST   55 STREET",10019,"Asian"
"7962","THE GEM SALOON","375","3RD AVE",10016,"American"
"7963","TABERNA","97","SAINT MARKS PL",10009,"Portuguese"
"7964","CAFE CLOVER","10","DOWNING ST",10014,"American"
"7965","UNCLE MARIO'S","739","9 AVENUE",10019,"Pizza"
"7966","BAKER STREET PUB","1152","1 AVENUE",10065,"American"
"7967","ARGOTEA","239","GREENE STREET",10003,"American"
"7968","EMPIRE CHINESE RESTAURANT","1635","SAINT NICHOLAS AVE",10040,"Chinese"
"7969","DOS TOROS TAQUERIA","668","6TH AVE",10010,"Tex-Mex"
"7970","CHIPOTLE MEXICAN GRILL","286","1ST AVE",10009,"Mexican"
"7971","PRET A MANGER","425","MADISON AVENUE",10017,"Sandwiches"
"7972","CAFE TALLULAH","240","COLUMBUS AVENUE",10023,"American"
"7973","FRESH TORTILLAS","595","W 207TH ST",10034,"Mexican"
"7974","DIWAN-E-KHAAS","2628","CEDAR STREET",10005,"Indian"
"7975","STARBUCKS","93","GREENWICH AVENUE",10014,"CafÃ©/Coffee/Tea"
"7976","TAI THAI","78","E 1ST ST",10009,"Thai"
"7977","CIRCLE LINE LIBERTY","PIER 83","W 42ND STREET",10036,"Other"
"7978","BAR 58","538","W 58TH ST",10019,"American"
"7979","MY NOODLE STATION","19B","ELDRIDGE ST",10002,"Chinese"
"7980","LA NEWYORKINA","240","SULLIVAN ST",10012,"Ice Cream, Gelato, Yogurt, Ices"
"7981","AVENUE","116","10 AVENUE",10011,"American"
"7982","CORT THEATRE","138","WEST   48 STREET",10036,"American"
"7983","HYATT, NY CENTRAL, ROOM SERVICE","0","& GRAND CENTRAL",10017,"American"
"7984","CITY VINEYARD","233","WEST ST",10013,"American"
"7985","NEW SECHUN GARDEN KITCHEN","2076","8TH AVE",10026,"Chinese"
"7986","Lamano","265","W 20TH ST",10011,"CafÃ©/Coffee/Tea"
"7987","PRESTO PIZZA","126","LAFAYETTE ST",10013,"Pizza"
"7988","MCDONALD'S","114","DELANCEY ST",10002,"Hamburgers"
"7989","BLIND TIGER","281","BLEECKER STREET",10014,"American"
"7990","STARBUCKS","0","GRAND CENTRAL STATION TERMINAL",10017,"CafÃ©/Coffee/Tea"
"7991","ONEONEFOUR BAR & LOUNGE (MARMAR PARK AVE)","114","E 32ND ST",10016,"American"
"7992","LANDSDOWNE ROAD","599","10 AVENUE",10036,"Irish"
"7993","KONDITORI","135","WILLIAM ST",10038,"American"
"7994","47 COFFEE","27","W 47TH ST",10036,"CafÃ©/Coffee/Tea"
"7995","CAFE86","2350","BROADWAY",10024,"Delicatessen"
"7996","CRUSTY & TASTY BAGEL","1323","2ND AVE",10021,"Donuts"
"7997","NUBLU","62","AVENUE C",10009,"American"
"7998","STARBUCKS COFFEE","1142","MADISON AVE",10028,"CafÃ©/Coffee/Tea"
"7999","WOLFNIGHTS","99","RIVINGTON ST",10002,"American"
"8000","MANSIONS CATER","80","5 AVENUE",10011,"American"
"8001","PRET A MANGER","600","LEXINGTON AVENUE",10022,"Sandwiches"
"8002","AMERICAN CUT","111","EAST   56 STREET",10022,"American"
"8003","BLISS BOWL","275","GREENWICH ST",10007,"Asian"
"8004","MAKE SANDWICH","135","4TH AVE",10003,"Sandwiches"
"8005","HIGHLANDS CAFE RESTAURANT","1505","THIRD AVENUE",10028,"American"
"8006","WEST PLACE","1288","AMSTERDAM AVE",10027,"Chinese"
"8007","NORWOOD","241","WEST   14 STREET",10011,"American"
"8008","GRILL POINT","736","W 181ST ST",10033,"Mediterranean"
"8009","VEGETARIAN DIM SUM HOUSE","24","PELL STREET",10013,"Vegetarian"
"8010","THE LITTLE ONE","150","E BROADWAY",10002,"Other"
"8011","ASTOR CENTER","399","LAFAYETTE STREET",10003,"American"
"8012","BO'S BAGELS","235","W 116TH ST",10026,"Bagels/Pretzels"
"8013","LE PAIN QUOTIDIEN","937","2 AVENUE",10022,"French"
"8014","MARI VANNA","41","EAST 20 STREET",10003,"Russian"
"8015","MR BING ST MARKS","115","SAINT MARKS PL",10009,"Asian"
"8016","SIMON INDIAN PALACE","230","E 58TH ST",10022,"Indian"
"8017","LINCOLN CENTER THEATER (Claire Tow Theater)","150","W 65TH ST",10023,"American"
"8018","ULIVO","4","W 28TH ST",10001,"Italian"
"8019","PFIZER BROADWAY CAFE","219","E 42ND ST",10017,"American"
"8020","ST JAMES THEATRE","246","WEST   44 STREET",10036,"American"
"8021","5C CAFE & CULTURAL CENTER","68","AVENUE C",10009,"CafÃ©/Coffee/Tea"
"8022","HARLEM FOOD BAR","2100","FREDERICK DOUGLASS BOULEVARD",10026,"American"
"8023","PAPA JOHN'S","523","W 207TH ST",10034,"Pizza/Italian"
"8024",NA,"26","W 47TH ST",10036,"Other"
"8025","STARBUCKS","110","PEARL STREET",10005,"CafÃ©/Coffee/Tea"
"8026","HONG KONG RESTAURANT","1703","LEXINGTON AVE",10029,"Other"
"8027","(PUBLIC FARE) 81st street and central park west (Delacorte Theatre)",NA,"CENTRAL PARK WEST",10019,"American"
"8028","SANFRANCISCO RESTAURANT","2166","AMSTERDAM AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8029","QQ CAFE","67","E BROADWAY",10002,"Chinese"
"8030","LA SONRISA EMPANADAS","32","W 29TH ST",10001,"Other"
"8031","AU BON PAIN","6","UNION SQUARE EAST",10003,"Sandwiches/Salads/Mixed Buffet"
"8032","STUMPTOWN COFFEE ROASTERS","30","WEST    8 STREET",10011,"CafÃ©/Coffee/Tea"
"8033","AMC THEATRES","2310","BROADWAY",10024,"American"
"8034","STUDIO 9C","30","ROCKEFLLER PLAZA",10112,"American"
"8035","THE JOLLY GOAT COFFEE BAR","515","W 47TH ST",10036,"CafÃ©/Coffee/Tea"
"8036","MUNCHIES","1405","SAINT NICHOLAS AVE",10033,"Spanish"
"8037","PERRY STREET","176","PERRY STREET",10014,"French"
"8038","SPIRIT OF NEW YORK","PIER 62","WEST 23 STREET - CHELSEA PIER",10011,"American"
"8039","STARBUCKS","250","W 57TH ST",10107,"CafÃ©/Coffee/Tea"
"8040","COOK UNITY","122","W 20TH ST",10011,"American"
"8041","TEAMWORKON3 JUICES","2007","LEXINGTON AVE",10035,"Juice, Smoothies, Fruit Salads"
"8042","AMBER","103","W 70TH ST",10023,"Chinese/Japanese"
"8043","Baked Church St. LLC.","125","W 24TH ST",10011,"CafÃ©/Coffee/Tea"
"8044","STARBUCKS","32","AVE OF THE AMER",10013,"CafÃ©/Coffee/Tea"
"8045","99Â¢ FRESH PIZZA","143","W 40TH ST",10018,"Pizza"
"8046","LE PARKER MERIDIEN NEW YORK","118","WEST   57 STREET",10019,"American"
"8047","ALTESI RISTORANTE","26","E 64TH ST",10065,"Italian"
"8048","DUNKIN' DONUTS","4199","BROADWAY",10033,"Donuts"
"8049","FAMOUS ORIGINAL RAY'S PIZZA","462","COLUMBUS AVE",10024,"Pizza/Italian"
"8050","STARBUCKS COFFEE COMPANY","15","CARLISLE ST",10006,"CafÃ©/Coffee/Tea"
"8051","EMPIRE GARDEN","911","COLUMBUS AVE",10025,"Chinese"
"8052","MADAME X","94","WEST HOUSTON STREET",10012,"American"
"8053","NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES","11","WALL ST",10005,"American"
"8054","NEARY'S PUB","358","EAST   57 STREET",10022,"American"
"8055","FIKA","407","PARK AVE S",10016,"CafÃ©/Coffee/Tea"
"8056","ZAABVER","75","2ND AVE",10003,"Thai"
"8057","E & E Grill House","233","WEST   49 STREET",10019,"American"
"8058","EL PANADERO BAKERY","1380","ST NICHOLAS AVENUE",10033,"Bakery"
"8059","NEW KING WOK RESTAURANT","2025","7 AVENUE",10027,"Chinese"
"8060","San Crestobal","339","E 108TH ST",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8061","MUD PARK","3","1ST AVENUE",10003,"CafÃ©/Coffee/Tea"
"8062","NEW JING HUI RESTAURANT","255","W. 148TH ST",10039,"Chinese"
"8063","XI'AN FAMOUS FOODS","14","E 34TH ST",10016,"Chinese"
"8064","RAW NEW YORK","306","W 13TH ST",10014,"American"
"8065","THE CORE CLUB","60","EAST   55 STREET",10022,"American"
"8066","PRET A MANGER","24","WEST   23 STREET",10010,"American"
"8067","EMPIRE NOODLE HOUSE","4041","BROADWAY",10032,"Chinese"
"8068","PAPAYA KING","179","EAST   86 STREET",10028,"Hotdogs"
"8069","GREGORYS COFFEE","880","3RD AVE",10022,"CafÃ©/Coffee/Tea"
"8070","STARBUCKS","325","WEST   49 STREET",10019,"CafÃ©/Coffee/Tea"
"8071","CONVENE","101","PARK AVE",10178,"Continental"
"8072","SWEETGREEN","786","LEXINGTON AVE",10065,"Salads"
"8073","WICHCRAFT","11","EAST   20 STREET",10003,"Sandwiches"
"8074","THE MALT HOUSE","11","MAIDEN LN",10038,"American"
"8075","MAJESTIC THEATER","245","WEST 44 STREET",10036,"American"
"8076","GAIA ITALIAN CAFE","251","EAST HOUSTON STREET",10002,"Italian"
"8077","LE PAIN QUOTIDIEN","395","S END AVE",10280,"Soups & Sandwiches"
"8078","THE DOUGHNUT PROJECT","912","7TH AVE",10019,"Other"
"8079","RIVERPARK","450","E 29TH ST",10016,"American"
"8080","DA CLAUDIO","21","ANN ST",10038,"Italian"
"8081","LITTLE VINCENT'S PIZZA","1399","2ND AVE",10021,"Pizza/Italian"
"8082","RESOBOX","203","W 20TH ST",10011,"Japanese"
"8083","DUNKIN' DONUTS, BASKIN ROBBINS","406","AVENUE OF THE AMERICAS",10011,"Donuts"
"8084","POMMES FRITES","128","MACDOUGAL ST",10012,"Other"
"8085","TEA DRUNK","123","EAST 7TH STREET",10009,"Chinese"
"8086","Madison African Caribbean Cuisine","23","E 108TH ST",10029,"Other"
"8087","HAPPY BONES","394","BROOME ST",10013,"CafÃ©/Coffee/Tea"
"8088","CAFE DUKE","300","PARK AVE",10022,"Other"
"8089","IKINARI STEAK","154","7TH AVE",10011,"Steak"
"8090","TEAPOT","127A","WALKER ST",10013,"CafÃ©/Coffee/Tea"
"8091","FOXY GREENS","1049","1ST AVE",10022,"Juice, Smoothies, Fruit Salads"
"8092","TACOS EL PAISA","1548","SAINT NICHOLAS AVENUE",10040,"Tex-Mex"
"8093","SHANGHAI CHINESE RESTAURANT","1388","2 AVENUE",10021,"Chinese"
"8094","TRACEY ANDERSON","90","FRANKLIN ST",10013,"Juice, Smoothies, Fruit Salads"
"8095","OSO","1616","AMSTERDAM AVE",10031,"Mexican"
"8096","29B","29","AVENUE B",10009,"Asian"
"8097","BARNES & NOBLE CAFE","55","LEXINGTON AVE",10010,"CafÃ©/Coffee/Tea"
"8098","RAPHA CYCLE CLUB","159","PRINCE ST",10012,"CafÃ©/Coffee/Tea"
"8099","SUBWAY","421","2 AVENUE",10010,"Sandwiches"
"8100","STARBUCKS","286","1 AVENUE",10009,"CafÃ©/Coffee/Tea"
"8101","NEW YORK LAW SCHOOL","185","WEST BROADWAY",10013,"American"
"8102","EMPANADAS MONUMENTAL","3477","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8103","A SLICE OF NEW YORK","727","8TH AVE",10036,"Other"
"8104","FRED'S","476","AMSTERDAM AVE",10024,"American"
"8105","THE SMILE NEWSSTAND","177","FRANKLIN ST",10013,"CafÃ©/Coffee/Tea"
"8106","BARROW STREET ALE HOUSE","15","BARROW ST",10014,"American"
"8107","WILDAIR","140-142","ORCHARD ST",10002,"American"
"8108","RETROCLUBNYC","161","W 23RD ST",10011,"Other"
"8109","2ND AVENUE DELI","1442","1 AVENUE",10021,"Jewish/Kosher"
"8110","MR PANZEROTTO","124","MACDOUGAL ST",10012,"Italian"
"8111","XI'AN FAMOUS FOOD","37","W 54TH ST",10019,"Chinese"
"8112","GLEASON'S TAVERN","206","W 41ST ST",10036,"American"
"8113","VILLAGE EXPRESS ASIAN CUISINE","33","BARROW ST",10014,"Japanese"
"8114","L Lounge","2131","FREDERICK DOUGLASS BOULEVARD",10026,"American"
"8115","THE AMERICANO HOTEL","518","W 27TH ST",10001,"American"
"8116","OCD CAFE","1196","AVENUE OF THE AMERICAS",10036,"CafÃ©/Coffee/Tea"
"8117","MUDSPOT","307","EAST    9 STREET",10003,"American"
"8118","GREAT CHINA RESTAURANT","1461","AMSTERDAM AVE",10027,"Chinese"
"8119","STARBUCKS","4001","BROADWAY",10032,"CafÃ©/Coffee/Tea"
"8120","YOSWEETS","756","W 181ST ST",10033,"Ice Cream, Gelato, Yogurt, Ices"
"8121","Chaamlex","34","LEXINGTON AVE",10010,"Thai"
"8122","MINAMOTO KITCHOAN","509","MADISON AVE",10022,"Japanese"
"8123","THE LOBSTER CLUB","99","E 52ND ST",10022,"American"
"8124","HAVEN'S KITCHEN","109","WEST   17 STREET",10011,"American"
"8125","MANDARIN ORIENTAL HOTEL-CAFETERIA","80","COLUMBUS CIRCLE",10023,"American"
"8126","BRUNO","204","E 13TH ST",10003,"Italian"
"8127","DUNKIN' DONUTS","2424","BROADWAY",10024,"Donuts"
"8128","BROOKS BROTHERS RED FLEECE CAFE","901","BROADWAY",10003,"CafÃ©/Coffee/Tea"
"8129","KONA COFFEE AND COMPANY","57","2ND AVE",10003,"CafÃ©/Coffee/Tea"
"8130","THE PALACE THEATER","1564","BROADWAY",10036,"American"
"8131","STARBUCKS","2252","BROADWAY",10024,"CafÃ©/Coffee/Tea"
"8132","LITTLE ALLEY","550","3RD AVE",10016,"Chinese"
"8133","MOMS KITCHEN","70","W 125TH ST",10027,"Soul Food"
"8134","THE WING","45","E 20TH ST",10003,"CafÃ©/Coffee/Tea"
"8135","Simply Hooked","47","CLINTON ST",10002,"Other"
"8136","GARDENIA RESTAURANT","64","DOWNING ST",10014,"Mediterranean"
"8137","PEQUE VINOS + TAPAS","231","W 145TH ST",10039,"Tapas"
"8138","CRAZY ANNIE'S","3910","BROADWAY",10032,"American"
"8139","ROCKEFELLER U/ABBY BLDG","1252","YORK AVENUE",10065,"American"
"8140","I PIZZA NY","642","9TH AVE",10036,"Pizza"
"8141","READE STREET PUB & KITCHEN","135","READE STREET",10013,"American"
"8142","DR SMOOD","485","LEXINGTON AVE",10017,"CafÃ©/Coffee/Tea"
"8143","BECKYS BITES","122","E 7TH ST",10009,"American"
"8144","WARREN HALL COFFEE BAR","1125","AMSTERDAM AVENUE",10025,"CafÃ©/Coffee/Tea"
"8145","ABAYA THAI CUISINE","318","W 36TH ST",10018,"Thai"
"8146","PUBLIC NEW YORK","215","CHRYSTIE ST",10002,"Other"
"8147","KENNEDY CHICKEN & GYROS","158","NAGLE AVENUE",10040,"Chicken"
"8148","NYU COLLEGE OF NURSING CAFE","433","1ST AVE",10010,"CafÃ©/Coffee/Tea"
"8149","LEVAIN BAKERY","2167","FREDERICK DOUGLAS BOULEVARD",10026,"Bakery"
"8150","HAPPY WOK","175","AVENUE C",10009,"Chinese"
"8151","BOSIE BAKERY","2132","2ND AVE",10029,"Bakery"
"8152","GUCKENHEIMER@THEORY","2","GANSEVOORT ST",10014,"CafÃ©/Coffee/Tea"
"8153","SACHI ASIAN THAI","713","2ND AVE",10016,"Asian"
"8154","JIN FENG RESTAURANT","43137","ELDRIDGE STREET",10002,"Chinese"
"8155","CRAFT","4347","EAST   19 STREET",10003,"American"
"8156","TOWN HALL THEATRE","123","WEST   43 STREET",10036,"American"
"8157","WAHIZZA","4484","BROADWAY",10040,"Pizza"
"8158","NOUS ESPRESSO BAR","1150","AMSTERDAM AVE",10027,"CafÃ©/Coffee/Tea"
"8159","TANNAT WINE & CHEESE","4736","BROADWAY",10040,"American"
"8160","DUNKIN' DONUTS","48","W 37TH ST",10018,"Donuts"
"8161","CHINA JADE","1643","2ND AVE",10028,"Chinese"
"8162","SPICE","71","1ST AVE",10003,"Thai"
"8163","SUBWAY","3559","BROADWAY",10031,"Sandwiches"
"8164","ER BAR","605","2ND AVE",10016,"Middle Eastern"
"8165","BUFFALO WILD WINGS","2319","FREDERICK DOUGLASS BLVD",10027,"Chicken"
"8166","LA PARISIENNE","9","MAIDEN LN",10038,"French"
"8167","TWO LIZARDS MEXICAN RESTAURANT","1365","1ST AVENUE",10021,"Mexican"
"8168","TONGKATSU","137","RIVINGTON ST",10002,"Other"
"8169","GOURMET BAGEL","874","LEXINGTON AVE",10065,"Bagels/Pretzels"
"8170","THE MILLING ROOM","446","COLUMBUS AVE",10024,"Italian"
"8171","SHOWMAN'S CAFE","375","WEST  125 STREET",10027,"American"
"8172","CIPRIANI DOWNTOWN RESTAURANT","376","WEST BROADWAY",10012,"Italian"
"8173","SPRING PLACE","6","SAINT JOHNS LN",10013,"Mediterranean"
"8174","PUTAWN LOCAL THAI KITCHEN","1584","1ST AVE",10028,"Thai"
"8175","BURGER KING","1886","3RD AVE",10029,"American"
"8176","DUNKIN DONUTS & BASKIN ROBBINS","289","7TH AVE",10001,"Donuts"
"8177","27 SHINJUKU SUSHI","27","PARK PLACE",10007,"Japanese"
"8178","cloud social","6","W 32ND ST",10001,"American"
"8179","CLASSIC CAR CLUB CAFE","1","PIER 76",10018,"Other"
"8180","THE GRAY MARE","61","2 AVENUE",10003,"Irish"
"8181","VIA QUADRONNO","25","EAST   73 STREET",10021,"Italian"
"8182","CASTRO","104","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8183","VITA","158","8TH AVE",10011,"Vegetarian"
"8184","SCHMACKARY'S","362","WEST   45 STREET",10036,"American"
"8185","MADAME VO'S","212","E 10TH ST",10003,"Vietnamese/Cambodian/Malaysia"
"8186","COSI","38","EAST   45 STREET",10017,"Soups & Sandwiches"
"8187","PIER A HARBOR HOUSE","22","BATTERY PL",10004,"American"
"8188","JING FONGA","380","AMSTERDAM AVE",10024,"Chinese"
"8189","ROYAL CURRY & KABAB","19-25","ST NICHOLAS AVENUE",10026,"Indian"
"8190","BLACK SEED BAGELS","176","1ST AVE",10009,"Bagels/Pretzels"
"8191","SOFIA WINE BAR","242","E 50TH ST",10022,"Pizza/Italian"
"8192","WISE MEN","355","BOWERY",10003,"American"
"8193","STICKY'S FINGER JOINT","598","9TH AVE",10036,"Chicken"
"8194","HANDCRAFT COFFEE","151","E 77TH ST",10075,"CafÃ©/Coffee/Tea"
"8195","CHEFS CLUB BY FOOD & WINE","295","LAFAYETTE ST",10012,"French"
"8196","FLOUR SHOP","177","LAFAYETTE ST",10013,"Bakery"
"8197","AQUAMARINA","4060","BROADWAY",10032,"Italian"
"8198","344","344","E 59TH ST",10022,"Other"
"8199","MCDONALDS # 18093","354","W 125TH ST",10027,"Hamburgers"
"8200","SEMSOM","1000","S 8TH AVE",10019,"Mediterranean"
"8201","TANG HOTPOT","135","BOWERY",10002,"Other"
"8202","BEANS & VINES","4799","BROADWAY",10034,"American"
"8203","CREATIVE CAKES","400","EAST   74 STREET",10021,"American"
"8204","FRESH & CO","475","LEXINGTON AVE",10017,"Sandwiches/Salads/Mixed Buffet"
"8205","HARU","1329","3 AVENUE",10075,"Japanese"
"8206","HALAL FOOD","270","W 39TH ST",10018,"Chicken"
"8207","LE PAIN QUOTIDIEN","2463","BROADWAY",10025,"Sandwiches"
"8208","FIG AND OLIVE","420","WEST   13 STREET",10014,"Mediterranean"
"8209","UNION SQUARE CATERING FACILITY BALLROOM","27","UNION SQUARE WEST",10003,"American"
"8210","Earl's Beer & Cheese","1259","PARK AVE",10029,"Armenian"
"8211","Happy Family","213","E BROADWAY",10002,"Chinese"
"8212","MAGNOLIA BAKERY","1240","AVENUE OF THE AMERICAS",10020,"Bakery"
"8213","196 LOVING TEA","196","CANAL ST",10013,"CafÃ©/Coffee/Tea"
"8214","PURE KTCHN","352","W 46TH ST",10036,"Sandwiches/Salads/Mixed Buffet"
"8215","REUBEN'S","200","LIBERTY ST",10281,"American"
"8216","TRACY ANDERSON METHOD","239","E 59TH ST",10022,"American"
"8217","SPACIOUS/SUNFLOWER AMERICAN CAPITAL","30","W 53RD ST",10019,"American"
"8218","CITI HOSPITALITY","388","GREENWICH ST",10013,"American"
"8219","CIALA","77","2ND AVE",10003,"Eastern European"
"8220","THE COUNTER","7","TIMES SQUARE",10036,"American"
"8221","JAM'S","1414","AVENUE OF THE AMERICAS",10019,"American"
"8222",NA,"43","MOTT ST",10013,"Other"
"8223","XIANG DRAGON CHINESE RESTAURANT","2331","1 AVENUE",10035,"Chinese"
"8224","THE PIERPONT LEADERSHIP CENTER","383","MADISON AVE",10017,"American"
"8225","NOGLU NEW YORK","1266","MADISON AVE",10128,"French"
"8226","SWEET  GENERATION","130","1ST AVE",10009,"Bakery"
"8227","OTTO'S TACOS","705","9TH AVE",10019,"Mexican"
"8228","SETTE MEZZO","969","LEXINGTON AVENUE",10021,"Italian"
"8229","INSOMNIA COOKIES","299","E 11TH ST",10003,"Bakery"
"8230","MIMI","185","SULLIVAN ST",10012,"French"
"8231","WEST 190 STREET PIZZA","1611","ST NICHOLAS AVENUE",10040,"Pizza"
"8232","YAO CAFE","41","VERMILYEA AVE",10034,"Other"
"8233","HILL COUNTRY","30","WEST   26 STREET",10010,"Barbecue"
"8234","MY COOKING PARTY","130","W 29TH ST",10001,"American"
"8235","GROUND CENTRAL COFFEE COMPANY","2","COENTIES SLIP",10004,"CafÃ©/Coffee/Tea"
"8236","ARTURO'S","106","WEST HOUSTON STREET",10012,"Italian"
"8237","JAMBA JUICE",NA,"AMTRAK LEVEL",10001,"Juice, Smoothies, Fruit Salads"
"8238","STARBUCKS","24","STATE STREET",10004,"CafÃ©/Coffee/Tea"
"8239","BLUESTONE LANE","90","WATER ST",10005,"CafÃ©/Coffee/Tea"
"8240","TREADWELL PARK / BLACK HOUND","301","SOUTH END AVENUE",10280,"Mexican"
"8241","CASA NETA","40","E 20TH ST",10003,"Mexican"
"8242","GOLDEN TOWN ADULT DAY CARE CENTER","99","CANAL ST",10002,"Chinese"
"8243","ARMANI RISTORANTE","717","5TH AVE",10022,"Italian"
"8244","YANG GARDEN","816","WEST  187 STREET",10033,"Chinese"
"8245","PRET A MANGER","106","WEST 32ND STREET",10001,"American"
"8246","DONNA MARGHERITIA","1304A","2 AVENUE",10065,"Italian"
"8247","DARK BULLET","154","W 72ND ST",10023,"Other"
"8248","THE HUDSON BAR ROOM","444","10TH AVE",10001,"American"
"8249","SECCHU YOKOTA","199","EAST    3 STREET",10009,"Japanese"
"8250","SIDE PARK CAFE","1230","5TH AVE",10029,"American"
"8251","LOCAL & VINE","282","HUDSON ST",10013,"American"
"8252","BAO BAO NOODLE","106","GREENWICH ST",10006,"Chinese"
"8253","SEVEN GRAMS CAFFE","175","VARICK ST",10014,"CafÃ©/Coffee/Tea"
"8254","SONY HUB/COFFEE BAR","25","MADISON AVE",10010,"American"
"8255","ELLA NYC","249","COLUMBUS AVE",10023,"Mediterranean"
"8256","WIMPY'S RESTAURANT 5","2334","2 AVENUE",10035,"American"
"8257","LENWICH 68TH","1269","1st Avenue",10021,"Sandwiches"
"8258","EAST DUMPLING","46","ELDRIDGE ST",10002,"Chinese"
"8259","CHIPOTLE MEXICAN GRILL","19","ST MARKS PLACE",10003,"Mexican"
"8260","CLYDE FRAZIER'S WINE AND DINE","505","WEST   37 STREET",10018,"American"
"8261","MUGHLAI","6","CLINTON ST",10002,"Indian"
"8262","TASTINGS","251","EAST  110 STREET",10029,"French"
"8263","AMAZON NYC","7","W 34TH ST",10001,"Other"
"8264","TERMINAL 5","610","W 56TH ST",10019,"Armenian"
"8265","THREE SEAT ESPRESSO","137","AVENUE A",10009,"CafÃ©/Coffee/Tea"
"8266","LOCAL SHOP","144","SULLIVAN STREET",10012,"American"
"8267","BALLFIELDS CAFE","0","SOUTH OF 65 STREET",10023,"American"
"8268","DRIVE 495","495","BROADWAY",10012,"Juice, Smoothies, Fruit Salads"
"8269","MILLE-FEUILLE BAKERY CAFE","552","LAGUARDIA PLACE",10012,"Bakery"
"8270","BAR SUZETTE CREPERIE","425","WEST   15 STREET",10011,"French"
"8271","ROCKEFELLER FOUNDATION","420","5 AVENUE",10018,"American"
"8272","KELLOGG'S NYC","31","E 17TH ST",10003,"CafÃ©/Coffee/Tea"
"8273","OMAR'S MEDITERRANEAN CUISINE","20","E 39TH ST",10016,"Mediterranean"
"8274","KCG COFFEE BAR","300","VESEY ST",10281,"CafÃ©/Coffee/Tea"
"8275","LA MASSERIA","235237","WEST   48 STREET",10036,"Italian"
"8276","OPUS","417","W 202ND STREET",10034,"American"
"8277","ZHONG HUA RESTAURANT","23","W 100TH ST",10025,"Chinese"
"8278","TOMS","264","ELIZABETH ST",10012,"CafÃ©/Coffee/Tea"
"8279","BAR VELOCE","175","SECOND AVENUE",10003,"Italian"
"8280","TAQUERIA EMILIO","563","W 207TH ST",10034,"Mexican"
