"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"3129","ISLAND BURGERS & SHAKES","422","AMSTERDAM AVENUE",10024,"Hamburgers"
"3130","INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER","306","WEST   44 STREET",10036,"French"
"3131","LA PULPERIA","1626","2ND AVE",10028,"Spanish"
"3132","CITY MARKET CAFE","178","5 AVENUE",10010,"American"
"3133","MATT'S GRILL RESTAURANT","932","8 AVENUE",10019,"American"
"3134","TEXAS FRIED CHICKEN","2144","8TH AVE",10026,"Chicken"
"3135","CAFE DUKE","140","WEST   51 STREET",10020,"Delicatessen"
"3136","SHANGHAI CUISINE","89","BAYARD ST",10013,"Chinese"
"3137","ANTICA","370","CANAL ST",10013,"American"
"3138","CIRCLE LINE XVI","0","WEST 42 STREET",10036,"American"
"3139","TIM HORTONS, SOUP MAN, TASTI D-LITE","1021","6 AVENUE",10018,"American"
"3140","MANHATTAN PROPER","6","MURRAY STREET",10007,"American"
"3141","WICHCRAFT","62","CHELSEA PIERS",10011,"Sandwiches/Salads/Mixed Buffet"
"3142","PULQUERIA","11","DOYERS STREET",10013,"Mexican"
"3143","REMI","145","WEST   53 STREET",10019,"Italian"
"3144","DA MARCELLA","142","W HOUSTON ST",10012,"Italian"
"3145","CASCABEL TAQUERIA","1556","2ND AVE",10028,"Mexican"
"3146","BRODO","496","HUDSON ST",10014,"Italian"
"3147","ZUCKER BAKERY","433","EAST    9 STREET",10009,"Caf̩/Coffee/Tea"
"3148","PIECES","8","CHRISTOPHER STREET",10014,"American"
"3149","NEW SPRING BOY CHINESE RESTAURANT","81","ALLEN STREET",10002,"Chinese"
"3150","GOLAN HEIGHTS","2553","AMSTERDAM AVENUE",10033,"Jewish/Kosher"
"3151","EAT @ SHERMAN CREEK","421","W 202ND ST",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3152","SILK ROAD CAFE","30","MOTT ST",10013,"Caf̩/Coffee/Tea"
"3153","GIORGIO'S OF GRAMERCY","27","EAST   21 STREET",10010,"Italian"
"3154","GO GO CURRY","273","W 38TH ST",10018,"Filipino"
"3155","LE CHARLOT","19","EAST   69 STREET",10021,"French"
"3156","PRIMOLA RESTAURANT","1226","SECOND AVENUE",10065,"Italian"
"3157","SOMTUM DER","85","AVENUE A",10009,"Thai"
"3158","BROWN BROTHERS HARRIMAN","140","BROADWAY",10005,"Armenian"
"3159","JACOB RESTAURANT","2695","FEDERICK DOUGLAS BLVD",10030,"Soul Food"
"3160","DUNKIN' DONUTS","208","E 14TH ST",10003,"Donuts"
"3161","HECTOR'S CAFE & DINER","44","LITTLE WEST   12 STREET",10014,"American"
"3162","STARBUCKS","425","LEXINGTON AVE",10017,"Caf̩/Coffee/Tea"
"3163","SUPERIOR CAFE","1490","MADISON AVE",10029,"American"
"3164","PETITE ABEILLE","401","EAST   20 STREET",10010,"French"
"3165","NAGLE BAKERY","121B","NAGLE AVENUE",10040,"Bakery"
"3166","HAN GAWI","12","EAST   32 STREET",10016,"Korean"
"3167","THE PLAYERS CLUB","16","GRAMERCY PARK SOUTH",10003,"American"
"3168","Souk & Sandwich","117","AVENUE OF THE AMERICAS",10013,"American"
"3169","FAMOUS AMADEUS PIZZA","408","8 AVENUE",10001,"Pizza"
"3170","THE STONEWALL INN","53","CHRISTOPHER STREET",10014,"American"
"3171","SUSHI OF GARI TRIBECA","130","WEST BROADWAY",10013,"Japanese"
"3172","WU'S WONTON KING","165","E BROADWAY",10002,"Chinese"
"3173","PALACE RESTAURANT","122","E 57TH ST",10022,"Greek"
"3174","NEW FA SHING CHINESE RESTAURANT","2107","3RD AVE",10029,"Chinese"
"3175","BLUE HAVEN","108","WEST HOUSTON STREET",10012,"American"
"3176","MASSONI","11","E 31ST ST",10016,"Italian"
"3177","MO GELATO","956","LEXINGTON AVE",10021,"Ice Cream, Gelato, Yogurt, Ices"
"3178","PITCHOUN","241","E 81ST STREET",10028,"Other"
"3179","LA ISLA CAFE RESTAURANT","212","DELANCEY STREET",10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3180","LIBRETTO'S PIZZERIA","546","3 AVENUE",10016,"American"
"3181","Lyric Theatre","214","W 43RD ST",10036,"American"
"3182","BAR NANA","63","GANSEVOORT STREET",10014,"Armenian"
"3183","BOTANICA BAR","47","EAST HOUSTON STREET",10012,"American"
"3184","GALAXY","125","W 55TH ST",10019,"American"
"3185","BEYOGLU","200","EAST   81 STREET",10028,"Mediterranean"
"3186","BAGEL EXPRESS III","340","3 AVENUE",10010,"Bagels/Pretzels"
"3187","STATLER GRILL","136","WEST 33rd STREET",10001,"American"
"3188","METROPOLITAN MUSEUM EMPLOYEE CAFETERIA","1000","5 AVENUE",10028,"American"
"3189","ALDEA RESTAURANT","31","WEST   17 STREET",10011,"Portuguese"
"3190","KAFFE 1668","401","GREENWICH STREET",10013,"Caf̩/Coffee/Tea"
"3191","K-BAP","62","W 56TH ST",10019,"Korean"
"3192","LEX RESTAURANT","1370","LEXINGTON AVENUE",10128,"Italian"
"3193","DUNKIN' DONUTS","72","WEST    3 STREET",10012,"Donuts"
"3194","BUTTERFIELD CATERING","346","EAST   92 STREET",10128,"American"
"3195","SATURDAYS SURF NYC","31","CROSBY STREET",10013,"Caf̩/Coffee/Tea"
"3196","LIANJIANG RESTAURANT","88","DIVISION ST",10002,"Chinese"
"3197","JONGRO BBQ","22","W 32ND ST",10001,"Korean"
"3198","Grand Slam Banquet Hall","3534","BROADWAY",10031,"American"
"3199","ERNST AND YOUNG","5","TIMES SQ",10036,"Caf̩/Coffee/Tea"
"3200","PASTAFINA PIZZA","388","3RD AVE",10016,"Pizza"
"3201","PLUG UGLIES","256","3RD AVE",10010,"Other"
"3202","THE MEATBALL SHOP","1462","2ND AVENUE",10075,"American"
"3203","JUST SALAD","321","WEST   49 STREET",10019,"Salads"
"3204",NA,"85","10TH AVE",10011,"Other"
"3205","CO BA RESTAURANT","110","9TH AVE",10011,"Vietnamese/Cambodian/Malaysia"
"3206","TOP THAI","235","SULLIVAN ST",10012,"Thai"
"3207","TRIPLE A DINER","2061","2 AVENUE",10029,"American"
"3208","HAANDI","113","LEXINGTON AVE",10016,"Bangladeshi"
"3209","PALM TOO","840","2 AVENUE",10017,"American"
"3210","DUDLEYS","85","ORCHARD STREET",10002,"Australian"
"3211","SUBWAY","32","W 39TH ST",10018,"Sandwiches"
"3212","AMAZE","401","EAST 58 STREET",10022,"Asian"
"3213","GREEN SYMPHONY","547","6 AVENUE",10011,"Vegetarian"
"3214","A ASO SUSHI","1103","1 AVENUE",10065,"Japanese"
"3215","THE SMITH","55","3 AVENUE",10003,"American"
"3216","GONZALEZ Y GONZALEZ","192","MERCER STREET",10012,"Mexican"
"3217","JUST SALAD","134","WEST   37 STREET",10018,"Salads"
"3218","MAISON KAYSER","1377","6TH AVE",10019,"Bakery"
"3219","LE PIF","2058","BROADWAY",10023,"French"
"3220","MAS (farmhouse)","39","DOWNING STREET",10014,"American"
"3221","GEORGIOS COUNTRY GRILL","801","9 AVENUE",10019,"American"
"3222","CORKBUZZ WINEBAR CHELSEA MARKET","75","9th AVE",10011,"American"
"3223","AMY'S BREAD","75","NINTH AVENUE",10011,"Bakery"
"3224","KOUZAN","685","AMSTERDAM AVENUE",10025,"Japanese"
"3225","TIFFANY & COMPANY","727","5 AVENUE",10022,"American"
"3226","SHEEZAN RESTAURANT","183","CHURCH STREET",10007,"Bangladeshi"
"3227","CULTURE 36","247","W 36TH ST",10018,"Caf̩/Coffee/Tea"
"3228","VILLAS LOUNGE 2","130","AUDUBON AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3229","THE CANNIBAL","111","EAST   29 STREET",10016,"American"
"3230","BAGEL MILL","1700","1ST AVE",10128,"Bagels/Pretzels"
"3231","WILD","535","HUDSON STREET",10014,"Pizza"
"3232","HAPPY GARDEN PALACE","54","EAST BROADWAY",10002,"Chinese"
"3233","ZONI CAFE","41","W 33RD ST",10001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3234","STARBUCKS","25","UNION SQ W",10003,"Caf̩/Coffee/Tea"
"3235","LULO RESTAURANT","1626","ST NICHOLAS AVENUE",10040,"Spanish"
"3236","CLOCKTOWER","5","MADISON AVENUE",10010,"American"
"3237","BODEGA 88","573","COLUMBUS AVE",10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3238","MALONEY & PORCELLI","37","EAST   50 STREET",10022,"American"
"3239","STROKOS PIZZA DELI","888","10 AVENUE",10019,"American"
"3240","STROKOS GOURMET DELI","1090","AMSTERDAM AVE",10025,"Delicatessen"
"3241","LUIGI PIZZERIA & RISTORANTE","1701","1 AVENUE",10128,"Pizza"
"3242","ESTANCIA 460","460","GREENWICH STREET",10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3243","UP AND DOWN","244","WEST   14 STREET",10011,"American"
"3244","FAIRFIELD INN & SUITES PENN STATION","325","W 33RD ST",10001,"American"
"3245","VIVI BUBBLE TEA","607","9TH AVE",10036,"Caf̩/Coffee/Tea"
"3246","ASIA ROMA","40","MULBERRY STREET",10013,"American"
"3247","ANTLER BEER & WINE DISPENSARY","123","ALLEN STREET",10002,"American"
"3248","MCGETTIGANS","70","W 36TH ST",10018,"Irish"
"3249","MANSIONS CATERING","4042","WEST    8 STREET",10011,"American"
"3250","MAHARLIKA","111","FIRST AVE",10003,"Filipino"
"3251","KINGS KITCHEN","92","E BROADWAY",10002,"Chinese"
"3252","TROPICAL GRILL","2419","2ND AVE",10035,"Spanish"
"3253","R  T  PIZZA RESTAURANT","2236","AMSTERDAM AVENUE",10032,"Pizza"
"3254","STARBUCKS","525","WEST  120 STREET",10027,"American"
"3255","SUBWAY","36","WEST   46 STREET",10036,"Sandwiches/Salads/Mixed Buffet"
"3256","MAMAK","174","2ND AVE",10003,"Asian"
"3257","GINA AMERICANA","27","E 92ND ST",10128,"American"
"3258","CAKE SHOP","152","LUDLOW STREET",10002,"Caf̩/Coffee/Tea"
"3259","DINAH RESTAURANT","166","2ND AVE",10003,"Middle Eastern"
"3260","A-JIAO SICHUAN CUISINE","1817","2ND AVE",10128,"Chinese"
"3261","CRISP","110","WEST   40 STREET",10018,"Mediterranean"
"3262","THE SWEET SHOP NYC","404","E 73RD ST",10021,"American"
"3263","IHS MARKIT CAFE","450","W 33RD ST",10001,"American"
"3264","BUTTERCUP BAKE SHOP","973","2ND AVE",10022,"Bakery"
"3265","THE RANDOLPH AT BROOME","349","BROOME STREET",10013,"American"
"3266","WESTVILLE","246","WEST   18 STREET",10011,"American"
"3267","VIVI BUBBLE TEA","205","ALLEN ST",10014,"Caf̩/Coffee/Tea"
"3268","BESSEMER TRUST CO","630","5TH AVE",10111,"American"
"3269","DANIELLO'S PIZZERIA & RESTAURANT","1072","2ND AVE",10022,"Pizza"
"3270","MIANSAI","33","CROSBY ST",10013,"Caf̩/Coffee/Tea"
"3271","CORNER SOCIAL","321","LENOX AVENUE",10027,"American"
"3272","CONTRA","138","ORCHARD ST",10002,"American"
"3273","IVAN RAMEN SLURP SHOP","600","11TH AVENUE",10036,"Asian"
"3274","JEFFREY'S GROCERY RESTAURANT & OYSTER BAR","172","WAVERLY PLACE",10014,"Seafood"
"3275","MI PASO CENTRO AMERICANO RESTAURANT","4129","BROADWAY",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3276","MISS LILY'S 7A","109","AVENUE A",10009,"Caribbean"
"3277","LITTLE ITALY PIZZA","11","PARK PLACE",10007,"Pizza"
"3278","CAFE CLEMENTINE","227","WEST BROADWAY",10013,"Sandwiches/Salads/Mixed Buffet"
"3279","COCINA TALLER","416","W 203RD ST",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3280","MCDONALD'S","946","8TH AVE",10019,"Hamburgers"
"3281","WEATHER UP","159","DUANE STREET",10013,"American"
"3282","KATSUHAMA RESTAURANT","4345","WEST 55 STREET",10019,"Japanese"
"3283","BUS STOP DINER","3341","BROADWAY",10031,"American"
"3284","VIN ET FLEURS","69","THOMPSON STREET",10012,"French"
"3285","CAFE 11","11","BROADWAY",10004,"Jewish/Kosher"
"3286","Oaxaca Taqueria","1264","AMSTERDAM AVE",10027,"Mexican"
"3287","GREAT WALL SHI'S RESTAURANT","527-9","LENOX AVE",10037,"Chinese"
"3288","ORIENTAL CHINESE RESTAURANT","3774","BROADWAY",10032,"Chinese"
"3289","SUBWAY","873","7 AVENUE",10019,"Sandwiches"
"3290","SUBWAY","29","E 8TH ST",10003,"Sandwiches"
"3291","STARBUCKS COFFEE # 26528","1040","6TH AVE",10018,"American"
"3292","JULIUS","159","WEST   10 STREET",10014,"American"
"3293","BAGEL BOSS","544","3RD AVE",10016,"Jewish/Kosher"
"3294","BELLA VITA PIZZERIA","211","WEST   43 STREET",10036,"Pizza/Italian"
"3295","STARBUCKS COFFEE","1320","AVENUE OF THE AMERICAS",10019,"Caf̩/Coffee/Tea"
"3296","BURGER KING","1419","ST NICHOLAS AVENUE",10033,"Hamburgers"
"3297","SUBWAY","229","CHRYSTIE STREET",10002,"Sandwiches"
"3298","KOITO JAPANESE RESTAURANT","310","EAST   93 STREET",10128,"Japanese"
"3299","UGLY KITCHEN","103","1 AVENUE",10003,"Asian"
"3300","MEE NOODLE SHOP","223","1ST AVE",10003,"Chinese"
"3301","PRET A MANGER","1200","AVENUE OF THE AMERICAS",10036,"Sandwiches"
"3302","MARTHA STEWART CAFE","601","W 26TH ST",10001,"Caf̩/Coffee/Tea"
"3303","MAYSVILLE","17","WEST   26 STREET",10010,"American"
"3304","LAMARCA PASTA RESTAURANT","161","EAST   22 STREET",10010,"Italian"
"3305","IL POSTINO","337","EAST   49 STREET",10017,"Italian"
"3306","BAREBURGER","1681","1ST AVE",10128,"Hamburgers"
"3307","TERROIR TRIBECA","24","HARRISON STREET",10013,"Italian"
"3308","MCDONALD'S","1560","BROADWAY",10036,"Hamburgers"
"3309","MOTORINO","510","COLUMBUS AVE",10024,"Pizza/Italian"
"3310","LA COLOMBE","270","LAFAYETTE STREET",10012,"Caf̩/Coffee/Tea"
"3311","BROADWAY BAGEL","2658","BROADWAY",10025,"Bagels/Pretzels"
"3312","POMODORO RISTORANTE","229","COLUMBUS AVENUE",10023,"Italian"
"3313","CHICKPEA","210","EAST   14 STREET",10003,"Mediterranean"
"3314","MERCURY BAR","493","3 AVENUE",10016,"American"
"3315","CARMINE'S","200","WEST   44 STREET",10036,"Italian"
"3316","CHIMICHURRI GRILL","609","9 AVENUE",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3317","ZIBETTO ESPRESSO BAR","1385","6 AVENUE",10019,"Caf̩/Coffee/Tea"
"3318","MAGNOLIA BAKERY","107","EAST   42 STREET",10017,"Bakery"
"3319","BOUCHON BAKERY","10","COLUMBUS CIRCLE",10019,"French"
"3320","PIE PIE PIZZA","924","COLUMBUS AVE",10025,"Pizza"
"3321","HUDSON CLEARWATER","447","HUDSON STREET",10014,"French"
"3322","GRAND BO KY RESTAURANT","214216","GRAND STREET",10013,"Chinese"
"3323","JAKE'S SALOON","875","10 AVENUE",10019,"American"
"3324","CAFE NUNEZ","240","WEST   35 STREET",10001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3325","AURA ZOOB ZIB THAI AUTHENTIC NOODLE BAR","460","9TH AVE",10018,"Thai"
"3326","LA NONNA","134","MULBERRY STREET",10013,"Italian"
"3327","GIORGIONE","307","SPRING STREET",10013,"Italian"
"3328","MARUMI","546","LA GUARDIA PLACE",10012,"Japanese"
"3329","AVALON HOTEL","16","E 32ND ST",10016,"American"
"3330","ADAR LOUNGE","1637","PARK AVE",10029,"Moroccan"
"3331","SPAIN RESTAURANT & BAR","113","WEST   13 STREET",10011,"Spanish"
"3332","SHOKUDO","658","9TH AVE",10036,"Thai"
"3333","CORSO COFFEE","537","W 27TH ST",10001,"Caf̩/Coffee/Tea"
"3334","CAFE MAE MAE","70","VANDAM STREET",10013,"American"
"3335","HARU","1","WALL STREET COURT",10005,"Japanese"
"3336","LENWICH","10","HANOVER SQ",10005,"Other"
"3337","Bonmi","150","W 62ND ST",10023,"Sandwiches/Salads/Mixed Buffet"
"3338","VINOTAPA","201203","EAST   31 STREET",10016,"American"
"3339","Employee Cafeteria (New York Hilton Midtown)","1335","AVENUE OF THE AMERICAS",10019,"American"
"3340","TACO BELL/PIZZA HUT EXPRESS","390","8 AVENUE",10001,"Other"
"3341","RESTAURANT RIKI","141","EAST   45 STREET",10017,"Japanese"
"3342","LA BELLA VITA","163","MULBERRY STREET",10013,"Italian"
"3343","BARKING DOG LUNCHEONETTE","1678","3 AVENUE",10128,"American"
"3344","YUM YUM BANGKOK","650","9TH AVE",10036,"Thai"
"3345","DUNKIN' DONUTS","3369","BROADWAY",10031,"Donuts"
"3346","KORONET PIZZA","4087","BROADWAY",10032,"Pizza"
"3347","THE LUCKY BEE","252","BROOME ST",10002,"Asian"
"3348","PONGSRI THAI RESTAURANT","244","WEST   48 STREET",10036,"Thai"
"3349","SIDEWALK BAR & RESTAURANT","94","AVENUE A",10009,"American"
"3350","ASUKA SUSHI","300","W 23RD ST",10011,"Japanese"
"3351","C.U.N.Y CAFE","365","FIFTH AVENUE",10016,"American"
"3352","DOUGHNUTTERY","1000S","8th Avenue",10019,"Donuts"
"3353","5 NAPKIN BURGER","2315","BROADWAY",10024,"Hamburgers"
"3354","MIN JIANG MINI CAFE","67","ELDRIDGE ST",10002,"Chinese"
"3355","OFICINA 1000 MIGLIA","371","BROOME ST",10013,"Italian"
"3356","ONE UP BISTRO","1404","MADISON AVE",10029,"Delicatessen"
"3357","INDIA KITCHEN","493","9TH AVE",10018,"Indian"
"3358","NEW TERRITORY CAKE SHOP","77","CATHERINE STREET",10038,"Bakery"
"3359","ALICE'S TEA CUP","102","WEST   73 STREET",10023,"American"
"3360","KISSATEN JIN","3187","BROADWAY",10027,"Japanese"
"3361","RED ROOSTER HARLEM","310","LENOX AVENUE",10027,"American"
"3362","ORION DINER & GRILL","395","2 AVENUE",10010,"American"
"3363","THE TRUSTEES OF COLUMBIA IN THE CITY OF NY","533","W 218TH ST",10034,"American"
"3364","BLOSSOM  ON COLUMBUS","507","COLUMBUS AVE",10024,"American"
"3365","EAR INN","326","SPRING STREET",10013,"American"
"3366","BROOKLYN BAGEL & COFFEE COMPANY","286","8 AVENUE",10001,"Bagels/Pretzels"
"3367","CHIPOTLE MEXICAN GRILL","1379","6 AVENUE",10019,"Mexican"
"3368","SILO CAFE","805","3 AVENUE",10022,"Delicatessen"
"3369","GLOBAL KITCHEN","1290","AVE AMERICAS",10104,"American"
"3370","SUBWAY","1613","2ND AVE",10028,"American"
"3371","VOSGES HAUT-CHOCOLAT","126132","SPRING STREET",10012,"Ice Cream, Gelato, Yogurt, Ices"
"3372","ROGUE","757","6 AVENUE",10010,"American"
"3373","LOS FELIZ","109","LUDLOW STREET",10002,"Mexican"
"3374","TUMBAO","683","9 AVENUE",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3375","WOLFETONE'S IRISH PUB & KITCHEN","37","E 29TH ST",10016,"American"
"3376","KING GARDEN RESTAURANT","4316","BROADWAY",10033,"Chinese"
"3377","SICHUAN BISTRO","391","2ND AVE",10010,"Chinese"
"3378","SERENGETI TEAS & SPICES","2292","FREDERICK DOUGLAS BLVD",10027,"Caf̩/Coffee/Tea"
"3379","BLUESTONE LANE COFFEE","30","BROAD",10004,"Caf̩/Coffee/Tea"
"3380","BOSTON MARKET","885","10 AVENUE",10019,"American"
"3381","VIVI BUBBLE TEA","2","EAST BROADWAY",10038,"Caf̩/Coffee/Tea"
"3382","SAKAMAI","157","LUDLOW STREET",10002,"Asian"
"3383","BELLA VITA","158","WEST   58 STREET",10019,"Pizza"
"3384","LOCAL 138","138","LUDLOW STREET",10002,"American"
"3385","THE IRISH EXIT","978","2 AVENUE",10022,"Irish"
"3386","SAGAPONACK","4","W 22ND ST",10010,"Seafood"
"3387","TAQUERIA ST MARKS PL","79","SAINT MARKS PL",10003,"Mexican"
"3388","FLORIAN CAFE TRATTORIA & BAR","225","PARK AVE S",10003,"Italian"
"3389","BLUESTONE LANE COFFEE","805","THIRD AVENUE",10022,"Caf̩/Coffee/Tea"
"3390","PEARL STREET HAMPTON INN","32","PEARL ST",10004,"Continental"
"3391","GRAND CENTRAL STAR CAFE","463","LEXINGTON AVENUE",10017,"American"
"3392","PICK A BAGEL","785","LEXINGTON AVE",10065,"Bagels/Pretzels"
"3393","Kurant","1091","2ND AVE",10022,"Armenian"
"3394","JOOSED BY LLOYD'S","1555","LEXINGTON AVE",10029,"Juice, Smoothies, Fruit Salads"
"3395","FARAFINA CAFE AND LOUNGE","1813","AMSTERDAM AVE",10031,"Caribbean"
"3396","STARBUCKS","245","E 80TH ST",10075,"Caf̩/Coffee/Tea"
"3397","THE GINGER MAN","11","EAST   36 STREET",10016,"American"
"3398","BRASSERIE RUHLMANN","45","ROCKEFELLER PLAZA",10111,"French"
"3399","STARBUCKS","600","8 AVENUE",10018,"Caf̩/Coffee/Tea"
"3400","LE PAIN QUOTiDIEN","2","WEST   69 STREET",10023,"Sandwiches"
"3401","CORTE CAFE","2","LAFAYETTE STREET",10007,"Delicatessen"
"3402","STARBUCKS","684","6 AVENUE",10010,"Caf̩/Coffee/Tea"
"3403","BLACK IRON BURGER","540","E. 5TH STREET",10009,"American"
"3404","SING SING KARAOKE","81","AVENUE A",10009,"American"
"3405","SWEET LIFE CAFE","147","CHRISTOPHER STREET",10014,"American"
"3406","SUBWAY","108","1ST AVE",10009,"Sandwiches"
"3407","FIVE GUYS FAMOUS BURGERS AND FRIES","253","WEST   42 STREET",10036,"Hamburgers"
"3408","PATZERIA FAMILY & FRIENDS","311","WEST   48 STREET",10036,"Italian"
"3409","ESSEN","60","MADISON AVENUE",10010,"American"
"3410","STARBUCKS","1128","3 AVENUE",10065,"Caf̩/Coffee/Tea"
"3411","CPS EVENTS AT THE PLAZA","768","5 AVENUE",10019,"American"
"3412","TISSERIE","870","7 AVENUE",10019,"American"
"3413","CAFE PETISCO","189","EAST BROADWAY",10002,"Mediterranean"
"3414","CLOVE INDIAN RESTAURANT BAR","1592","AMSTERDAM AVE",10031,"Indian"
"3415","TOUCH OF DEE'S","657","LENOX AVENUE",10037,"American"
"3416","PICCOLO CAFE","157","3 AVENUE",10003,"Caf̩/Coffee/Tea"
"3417","TREAT HOUSE","1566","2ND AVE",10028,"American"
"3418","MOLLY WEE PUB","402","8 AVENUE",10001,"Irish"
"3419","Rochelle's/205 CLUB","19","STANTON ST",10002,"American"
"3420","THE BOWERY HOTEL BAR","335","BOWERY",10003,"American"
"3421","JUDY'S SPANISH RESTUARANT","1505","LEXINGTON AVE",10029,"Spanish"
"3422","GREGORY'S COFFEE","350","HUDSON ST",10014,"Caf̩/Coffee/Tea"
"3423","BENJAMIN STEAKHOUSE PRIME","23","E 40TH ST",10016,"Steak"
"3424","DIG INN","16","E 23RD ST",10010,"American"
"3425","NOHO STAR RESTAURANT","330","LAFAYETTE STREET",10012,"American"
"3426","BEARD PAPA'S CREAM PUFFS","2167","BROADWAY",10024,"Bakery"
"3427","DAVIO'S NORTHERN ITALIAN STEAKHOUSE","447","LEXINGTON AVENUE",10017,"Italian"
"3428","BEN ASH DELICATESSEN","855","7 AVENUE",10019,"Delicatessen"
"3429","JACKSON HOLE","521","THIRD AVENUE",10016,"American"
"3430","BRAVO PIZZA","6","E 42ND ST",10017,"Pizza/Italian"
"3431","SAUCE","78","RIVINGTON ST",10002,"Italian"
"3432","WICHCRAFT","555","5 AVENUE",10017,"Sandwiches"
"3433","DUNKIN DONUTS","225","7TH AVE",10011,"American"
"3434","CAFE MARGOT PATISSERIE","2109","BROADWAY",10023,"Bakery"
"3435","CHURRASCARIA PLATAFORMA","316","WEST   49 STREET",10019,"Brazilian"
"3436","MAJESTIC PIZZA","8","CORTLANDT ST",10007,"Pizza/Italian"
"3437","MERCATO","352","WEST   39 STREET",10018,"Italian"
"3438","MAKANA","161","W. 106TH STREET",10025,"Japanese"
"3439","STARBUCKS","145","3 AVENUE",10003,"Caf̩/Coffee/Tea"
"3440","CHENNAI GARDEN","127","EAST   28 STREET",10016,"Indian"
"3441","SOLACE BAR & GRILL","3496","BROADWAY",10031,"Spanish"
"3442","J J NOODLE","19","HENRY STREET",10002,"Chinese"
"3443","DAKE SUSHI","348","7 AVENUE",10001,"Japanese"
"3444","OAXACA TAQUERIA- MURRAY HILL","152","E 33RD ST",10016,"Mexican"
"3445","CONVENE","117","W 46TH ST",10036,"American"
"3446","BURGER KING","16","BEAVER STREET",10004,"Hamburgers"
"3447","PIO PIO","702","AMSTERDAM AVENUE",10025,"Peruvian"
"3448","JOHN'S FRIED CHICKEN","512","WEST 207 STREET",10034,"Chicken"
"3449","IRVING FARM","224","WEST   79 STREET",10024,"Caf̩/Coffee/Tea"
"3450","SHOCHU AND TAPAS AYA","247","E 50TH ST",10022,"Japanese"
"3451","4 CHARLES RIB PRIME RIB","4","CHARLES ST",10014,"Other"
"3452","HALE & HEARTY","350","HUDSON STREET",10014,"Soups & Sandwiches"
"3453","TIELLA RESTAURANT","1109","1 AVENUE",10065,"Italian"
"3454","WINTER GARDEN THEATER","1634","BROADWAY",10019,"Other"
"3455","SAMS FAMOUS PIZZA","150","EAST  116 STREET",10029,"Pizza"
"3456","SPOONBREAD TOO","364","WEST  110 STREET",10025,"Soul Food"
"3457","EVERYMAN ESPRESSO","301","WEST BROADWAY",10013,"Caf̩/Coffee/Tea"
"3458","DUNKIN' DONUTS, BASKIN ROBBINS","53","WEST  116 STREET",10026,"Donuts"
"3459","BERONBERON","164","1ST AVE",10009,"Japanese"
"3460","CAFE METRO","14","EAST   42 STREET",10017,"American"
"3461","BARAWINE","27","W 120TH ST",10027,"French"
"3462","EL CANTINERO","86","UNIVERSITY PLACE",10003,"Mexican"
"3463","BISTRO CASSIS","225","COLUMBUS AVE",10023,"French"
"3464","BUCEO 95","201","WEST   95 STREET",10025,"Spanish"
"3465","EL QUIJOTE","226","W 23RD ST",10011,"Spanish"
"3466","SHUK/BROADWAY BURGER CO","1369","BROADWAY",10018,"Jewish/Kosher"
"3467","THE COSMOPOLITAN CLUB","122","EAST   66 STREET",10065,"American"
"3468","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","12","GRAND CENTRAL STATION",10017,"Caribbean"
"3469","HORUS TOO","416","WEST   46 STREET",10036,"Egyptian"
"3470","LANDMARC","179","WEST BROADWAY",10013,"French"
"3471","ANTIQUE CAFE","150","E 58TH ST",10155,"American"
"3472","WINHEALTH PHARMACY","3500","BROADWAY",10031,"Juice, Smoothies, Fruit Salads"
"3473","UNCLE VANYA","315","WEST   54 STREET",10019,"Russian"
"3474","TRIBECA ROOFTOP (10 DESBROSSES STREET)","480","CANAL STREET",10013,"American"
"3475","BUMBLE & BUMBLE CAFE","146","EAST   56 STREET",10022,"Caf̩/Coffee/Tea"
"3476","EAST PALACE","819","2ND AVE",10017,"Chinese"
"3477","THE HEIGHTS BAR & RESTAURANT","203","AUDUBON AVE",10033,"Spanish"
"3478","TARTINA","1034","AMSTERDAM AVE",10025,"Italian"
"3479","OLIVER COFFEE","5","OLIVER ST",10038,"Caf̩/Coffee/Tea"
"3480","BATEAUX NEW YORK","62","WEST 23 STREET - CHELSEA PIER",10011,"American"
"3481","BLEEKER STREET PIZZA","69","7 AVENUE SOUTH",10014,"Pizza"
"3482","NANO","691","TENTH AVE",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
