"","License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"2674",1280044,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LORNICK HOSPITALITY LLC","MEZZOGIORNO","2791 BROADWAY","","NEW YORK","NY","10025",883087,"11/09/2015","11/01/2017","10/31/2019",40.80266,-73.96787,"(40.80266, -73.96787)"
"2675",1280068,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHELSEA MARKET DELI LLC","FRIEDMANS","75 9TH AVE","","NEW YORK","NY","10011",866993,"10/22/2014","10/01/2016","09/30/2018",40.66814,-73.97429,"(40.66814, -73.97429)"
"2676",1280096,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WHISPERS BAR LOUNGE & RESTAURANT LLC","","210 W 94TH ST","","NEW YORK","NY","10025",867725,"11/03/2014","11/01/2016","10/31/2018",40.79283,-73.97165,"(40.79283, -73.97165)"
"2677",1280172,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PAALI ENTERPRISES INC","NISI","300 302 BLEECKER ST","","NEW YORK","NY","10014",868609,"12/10/2014","12/01/2016","11/30/2018",0,0,"(0.0, 0.0)"
"2678",1280220,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ANDA RESTAURANT ASSOCIATES LLC","CAFFE DEI FIORI RISTORANTE","973 LEXINGTON AVE","","NEW YORK","NY","10021",865071,"09/09/2014","09/01/2016","08/31/2018",40.76932,-73.96269,"(40.76932, -73.96269)"
"2679",1280246,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WHANY LLC","CAFE WHA","115 MACDOUGAL ST","","NEW YORK","NY","10012",867833,"12/12/2014","12/01/2016","11/30/2018",40.73017,-74.00067,"(40.73017, -74.00067)"
"2680",1280264,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TWO ALMONTES CORP","EL SOMBRERO","108 STANTON ST","","NEW YORK","NY","10002",867224,"10/31/2014","10/01/2016","09/30/2018",40.72123,-73.98761,"(40.72123, -73.98761)"
"2681",1280269,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BLOSSOM WEST INC","BLOSSOM ON COLUMBUS","507 COLUMBUS AVE","","NEW YORK","NY","10024",872284,"03/06/2015","03/01/2017","02/28/2019",NA,NA,""
"2682",1280320,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","STOUT III INC","STOUT III","100 PARK AVE","","NEW YORK","NY","10017",875597,"07/02/2015","07/01/2017","06/30/2019",40.75133,-73.97892,"(40.75133, -73.97892)"
"2683",1280346,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SMG HOTEL LLC & AMAZON RESTAURANT & BAR INC","ST GEORGE TAVERN","103 WASHINGTON STREET","","NEW YORK","NY","10006",864568,"09/25/2014","09/01/2016","08/31/2018",40.70838,-74.01425,"(40.70838, -74.01425)"
"2684",1280357,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TALENT THAI LLC","","210 E 34TH ST","2ND AVE & 3RD AVE","NEW YORK","NY","10016",866696,"10/09/2014","10/01/2016","09/30/2018",40.74523,-73.97768,"(40.74523, -73.97768)"
"2685",1280366,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ABAW, LLC","THE FOLLY","92 W HOUSTON ST","","NEW YORK","NY","10012",866932,"10/29/2014","10/01/2016","09/30/2018",40.7273,-73.99994,"(40.7273, -73.99994)"
"2686",1280432,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","A&V WEST INC","GARDENIA","64 DOWNING ST","","NEW YORK","NY","10014",872781,"04/21/2015","04/01/2017","03/31/2019",40.72882,-74.00487,"(40.72882, -74.00487)"
"2687",1280469,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ALLYN LLC","THE GRAYSON","16 1ST AVE","","NEW YORK","NY","10009",874187,"05/14/2015","05/01/2017","04/30/2019",40.72336,-73.98796,"(40.72336, -73.98796)"
"2688",1280481,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SECOND STREET RESTAURANT LLC","ROSIE'S","29 E 2ND ST","","NEW YORK","NY","10003",872646,"04/22/2015","04/01/2017","03/31/2019",40.72491,-73.99079,"(40.72491, -73.99079)"
"2689",1280506,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FOUNDATION LOUNGE CORP","MAZAAR BAR AND LOUNGE","137 ESSEX ST","","NEW YORK","NY","10002",876015,"04/29/2015","06/21/2017","03/31/2019",40.7203,-73.98762,"(40.7203, -73.98762)"
"2690",1280544,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RALPH LAUREN LSC NY LLC & FIFTH NY MGMT","THE POLO BAR RALPH LAUREN","ONE EAST 55TH ST","LSC - LIFESTYLE CONCEPTS (NY)","NEW YORK","NY","10022",868888,"12/04/2014","12/01/2016","11/30/2018",40.7617,-73.97435,"(40.7617, -73.97435)"
"2691",1280550,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LIMANI 51 LLC","LIMANI","630 FIFTH AVE","STREET LVL & CONCOURSE","NEW YORK","NY","10111",866557,"10/24/2014","10/01/2016","09/30/2018",40.75858,-73.97723,"(40.75858, -73.97723)"
"2692",1280622,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ALDERNEY LLC","PIZZA BEACH","1426 3RD AVE","","NEW YORK","NY","10028",868469,"01/07/2015","11/21/2016","12/31/2018",40.77553,-73.95645,"(40.77553, -73.95645)"
"2693",1280703,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","2 WEST NIGHTLIFE INC","","2 W 32ND ST","STE 402","NEW YORK","NY","10001",867858,"11/26/2014","11/01/2016","10/31/2018",40.74719,-73.98619,"(40.74719, -73.98619)"
"2694",1280727,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PROPER CITY LLC","PROPER WEST","54 W 39TH ST","","NEW YORK","NY","10018",868803,"12/30/2014","12/01/2016","11/30/2018",40.75236,-73.98476,"(40.75236, -73.98476)"
"2695",1280774,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FRENCH AVENUE B INC","PMF, PARDON MY FRENCH","103 105 AVENUE B","","NEW YORK","NY","10009",868944,"12/17/2014","12/01/2016","11/30/2018",0,0,"(0.0, 0.0)"
"2696",1280780,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SERF TWO INC","BABBALUCCI'S","331 LENOX AVE","","NEW YORK","NY","10027",875407,"06/29/2015","06/01/2017","05/31/2019",40.80891,-73.94482,"(40.80891, -73.94482)"
"2697",1280787,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHAP 4 LLC","AUGUST","791 LEXINGTON AVE","STORE 1","NEW YORK","NY","10065",865603,"10/28/2014","10/01/2016","09/30/2018",40.76365,-73.96681,"(40.76365, -73.96681)"
"2698",1280792,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NORTHWEST 252 LLC","THE HAYMAKER BAR & KITCHEN","252 254 W 29TH ST","","NEW YORK","NY","10001",876159,"08/21/2015","08/01/2017","07/31/2019",0,0,"(0.0, 0.0)"
"2699",1280838,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ATTABOY COCKTAILS LLC","","134 ELDRIDGE ST","","NEW YORK","NY","10002",867730,"12/19/2014","12/01/2016","11/30/2018",40.71885,-73.99132,"(40.71885, -73.99132)"
"2700",1280848,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HIMI NY CORPORATION","HAKATA TON TON","61 GROVE ST","","NEW YORK","NY","10014",869031,"01/08/2015","12/05/2016","12/31/2018",40.73332,-74.00331,"(40.73332, -74.00331)"
"2701",1280860,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MS RESTAURANT OWNERS LLC","MORNING STAR RESTAURANT","879 9TH AVE","","NEW YORK","NY","10019",867842,"11/21/2014","11/01/2016","10/31/2018",40.76796,-73.98576,"(40.76796, -73.98576)"
"2702",1280868,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ZUMA NYC LLC","","261 MADISON AVE","","NEW YORK","NY","10016",869388,"01/02/2015","01/01/2017","12/31/2018",40.75045,-73.9806,"(40.75045, -73.9806)"
"2703",1280901,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MORNINGSIDE TERRACE CORP","K RICO","772 9TH AVE","","NEW YORK","NY","10019",868046,"12/16/2014","12/01/2016","11/30/2018",40.76431,-73.98792,"(40.76431, -73.98792)"
"2704",1280974,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRES AMIGOS CORP","LA PULPERIA 84 NYC","1626 2ND AVE","","NEW YORK","NY","10028",866542,"11/06/2014","11/01/2016","10/31/2018",40.7766,-73.95229,"(40.7766, -73.95229)"
"2705",1280983,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","R & J LOUNGE CORP","","109 E 116TH ST","1ST FL","NEW YORK","NY","10029",841490,"03/06/2015","03/01/2017","02/28/2019",40.79924,-73.94236,"(40.79924, -73.94236)"
"2706",1280998,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","174 RIVINGTON STREET CORP","GB85","174 RIVINGTON ST","","NEW YORK","NY","10002",870126,"03/04/2015","02/01/2017","01/31/2019",40.71908,-73.98442,"(40.71908, -73.98442)"
"2707",1281034,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAMMY MUSOVIC LLC","SELENA ROSA","1712 2ND AVE","","NEW YORK","NY","10128",867904,"11/24/2014","11/01/2016","10/31/2018",40.77949,-73.95014,"(40.77949, -73.95014)"
"2708",1281061,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHELSEA RESTAURANT OWNER LLC","EL QUIJOTE","226 WEST 23RD ST","","NEW YORK","NY","10011",862158,"01/05/2015","07/28/2017","12/31/2018",40.74438,-73.99646,"(40.74438, -73.99646)"
"2709",1281071,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HOOTERS OF 33RD STREET INC","HOOTERS","155 W 33RD ST","","NEW YORK","NY","10001",869548,"01/07/2015","01/01/2017","12/31/2018",40.75028,-73.99045,"(40.75028, -73.99045)"
"2710",1281112,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JANKMAN LLC","JACK'S WIFE FREDA","50 CARMINE ST","","NEW YORK","NY","10014",868323,"12/08/2014","12/01/2016","11/30/2018",40.72977,-74.00348,"(40.72977, -74.00348)"
"2711",1281196,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JIN UPPER WEST SIDE CORP","JIN RAMEN","462 AMSTERDAM AVE","","NEW YORK","NY","10024",869172,"01/07/2015","01/01/2017","12/31/2018",40.78538,-73.97708,"(40.78538, -73.97708)"
"2712",1281197,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","5 WEST 21ST LLC","MERAKIA","5 W 21ST ST","","NEW YORK","NY","10010",877363,"08/28/2015","09/19/2017","07/31/2019",40.74071,-73.99104,"(40.74071, -73.99104)"
"2713",1281213,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EQUINOX SC UPPER E SIDE INC & SCNY CAFE MNMT INC","CAFE 61","330 E 61ST ST","LOBBY","NEW YORK","NY","10065",869374,"01/16/2015","01/01/2017","12/31/2018",40.76132,-73.96229,"(40.76132, -73.96229)"
"2714",1281216,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","1754 REST INC","THE MILTON","1754 2ND AVE","","NEW YORK","NY","10128",879615,"12/12/2014","12/14/2017","11/30/2018",40.78121,-73.94891,"(40.78121, -73.94891)"
"2715",1281219,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EQUINOX SC UPPER E SIDE INC & SCNY CAFE MNMT INC","CAFE 61","330 E 61ST ST","ROOF","NEW YORK","NY","10065",869373,"01/14/2015","01/01/2017","12/31/2018",40.76132,-73.96229,"(40.76132, -73.96229)"
"2716",1281222,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EQUINOX SC UPPER W SIDE INC & SCNY CAFE MNMT INC","SIDEWALK CAFE","160 COLUMBUS AVE","","NEW YORK","NY","10023",869372,"01/14/2015","01/01/2017","12/31/2018",40.77432,-73.98112,"(40.77432, -73.98112)"
"2717",1281253,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EAST VILLAGE HOSPITALITY LLC","PINKS","242 E 10TH ST","","NEW YORK","NY","10003",870256,"02/10/2015","02/01/2017","01/31/2019",40.72879,-73.98464,"(40.72879, -73.98464)"
"2718",1281271,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PB WEALTH INC","SENN THAI COMFORT FOOD","452 AMSTERDAM AVE NORTH STORE","","NEW YORK","NY","10024",867767,"12/23/2014","12/01/2016","11/30/2018",40.78498,-73.97706,"(40.78498, -73.97706)"
"2719",1281276,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","144 WEST 46TH STREET LLC","PIG 'N WHISTLE","144 W 46TH ST","","NEW YORK","NY","10036",876086,"07/31/2015","07/01/2017","06/30/2019",40.75793,-73.98416,"(40.75793, -73.98416)"
"2720",1281298,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","UPPER STORY LLC","UPPER STORY BY CHARLIE PALMER","979 3RD AVE","14TH FL","NEW YORK","NY","10022",867636,"11/24/2014","11/01/2016","10/31/2018",40.76094,-73.96625,"(40.76094, -73.96625)"
"2721",1281353,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THEATRE REFRESHMENT CO OF NY INC & MIDSUMMER","STAGE 42","422 W 42ND ST","","NEW YORK","NY","10036",877085,"02/10/2015","07/03/2017","01/31/2019",40.75877,-73.9936,"(40.75877, -73.9936)"
"2722",1281354,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TAPPO INC","","49 WEST 24TH STREET","AKA 49 51 W 24TH ST","NEW YORK","NY","10010",867708,"11/26/2014","11/01/2016","10/31/2018",40.74344,-73.99146,"(40.74344, -73.99146)"
"2723",1281381,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MR FONG'S LLC","MR. FONG'S","40 MARKET ST","AKA 123 MADISON ST","NEW YORK","NY","10002",881659,"06/24/2015","09/14/2017","05/31/2019",40.71242,-73.99411,"(40.71242, -73.99411)"
"2724",1281425,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PHO SAIGON RESTAURANT INC","","987 1ST AVE","","NEW YORK","NY","10022",868510,"12/04/2014","12/01/2016","11/30/2018",40.75649,-73.96432,"(40.75649, -73.96432)"
"2725",1281439,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TEA BISTRO INC","CHA CHAN TANG","45 MOTT ST","","NEW YORK","NY","10013",868579,"12/30/2014","11/16/2016","11/30/2018",40.71529,-73.99896,"(40.71529, -73.99896)"
"2726",1281520,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NEW SAANY CORP","BON CHON CHICKEN","325 5TH AVE","","NEW YORK","NY","10016",868487,"12/10/2014","12/01/2016","11/30/2018",40.67243,-73.98327,"(40.67243, -73.98327)"
"2727",1281527,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CLUB AT 39TH LLC","SAPPHIRE 39","20 W 39TH ST","","NEW YORK","NY","10018",840898,"09/23/2016","09/23/2016","08/31/2018",40.75188,-73.9836,"(40.75188, -73.9836)"
"2728",1281536,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","COURAGE TEAM INC","PIG HEAVEN","1420 3RD AVE","","NEW YORK","NY","10028",867293,"12/05/2014","12/01/2016","11/30/2018",40.77542,-73.95685,"(40.77542, -73.95685)"
"2729",1281560,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BELCOO VILLAGE LLC","WOLFE TONES IRISH PUB & KITCHEN","37 E 29TH ST","","NEW YORK","NY","10016",871942,"03/17/2015","03/01/2017","02/28/2019",40.74456,-73.98495,"(40.74456, -73.98495)"
"2730",1281633,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","OSTERIA GRANO LLC","TAVERNA DI BACCO","175 LUDLOW ST","","NEW YORK","NY","10002",868422,"12/16/2014","12/01/2016","11/30/2018",40.72189,-73.98768,"(40.72189, -73.98768)"
"2731",1281635,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LA NUEVA POTENCIA CORP","ZOE RESTAURANT & BAR LOUNGE","1559 ST NICHOLAS AVE","","NEW YORK","NY","10040",871852,"01/23/2015","02/21/2017","12/31/2018",40.85369,-73.93061,"(40.85369, -73.93061)"
"2732",1281652,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HITCHCOCK RESTAURANT GROUP LLC","CAMAJE","83 85 MACDOUGAL ST","","NEW YORK","NY","10012",868493,"12/29/2014","12/01/2016","11/30/2018",0,0,"(0.0, 0.0)"
"2733",1281672,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","KAEDE JAPANESE CUISINE INC","","90 CHAMBERS ST","","NEW YORK","NY","10007",869217,"01/05/2015","01/01/2017","12/31/2018",40.71444,-74.00743,"(40.71444, -74.00743)"
"2734",1281711,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HOPHAPCITY INC","BANGKOK CUISINE","1586 2ND AVE","","NEW YORK","NY","10028",872692,"04/21/2015","04/01/2017","03/31/2019",40.7753,-73.95319,"(40.7753, -73.95319)"
"2735",1281714,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","975 RESTAURANT LLC","JAMESONS BAR AND RESTAURANT","975 2ND AVE","","NEW YORK","NY","10022",869106,"01/21/2015","01/01/2017","12/31/2018",40.75599,-73.96804,"(40.75599, -73.96804)"
"2736",1281745,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","INTERNATIONAL HOSPITALITY CONCEPTS LLC","LA LOTERIA","29 7TH AVE S","STORE A","NEW YORK","NY","10014",868773,"12/22/2014","12/01/2016","11/30/2018",40.73081,-74.00416,"(40.73081, -74.00416)"
"2737",1281762,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HAYJAY CORPORATION","SMITH'S HELL'S KITCHEN BAR RESTAURANT","701 8TH AVE","","NEW YORK","NY","10036",869068,"01/16/2015","01/01/2017","12/31/2018",40.75885,-73.989,"(40.75885, -73.989)"
"2738",1281810,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRES MOSQUETEROS CORP","LA PULPERIA 46 NYC","371 W 46TH ST","","NEW YORK","NY","10036",868249,"12/18/2014","12/01/2016","11/30/2018",40.76097,-73.99024,"(40.76097, -73.99024)"
"2739",1281857,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RAA NYC LLC","DHABA","108 LEXINGTON AVE","","NEW YORK","NY","10016",869978,"01/22/2015","01/18/2017","12/31/2018",40.74239,-73.98295,"(40.74239, -73.98295)"
"2740",1281865,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RAA NYC LLC","CHOTE NAWAB","115 LEXINGTON AVE","","NEW YORK","NY","10016",869979,"01/22/2015","01/18/2017","12/31/2018",40.74243,-73.98232,"(40.74243, -73.98232)"
"2741",1281868,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RAA NYC LLC","CHOLA","232 E 58TH ST","","NEW YORK","NY","10022",869980,"01/22/2015","01/18/2017","12/31/2018",40.76014,-73.96582,"(40.76014, -73.96582)"
"2742",1281901,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DALGLISH 7 INC","CARRAGHER'S","214-228 W 39TH ST","","NEW YORK","NY","10018",876775,"07/31/2015","07/18/2017","06/30/2019",0,0,"(0.0, 0.0)"
"2743",1281902,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WASSAIL LLC","","162 ORCHARD ST","","NEW YORK","NY","10002",872314,"03/10/2015","03/02/2017","02/28/2019",40.72101,-73.98847,"(40.72101, -73.98847)"
"2744",1281903,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","6TH TOT LLC","AMATA","209 15 E 56 ST","","NEW YORK","NY","10022",869814,"01/05/2015","01/12/2017","12/31/2018",0,0,"(0.0, 0.0)"
"2745",1281909,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HARU THIRD AVE CORP","HARU","1329 3RD AVE","","NEW YORK","NY","10021",869086,"01/09/2015","01/01/2017","12/31/2018",40.7724,-73.95828,"(40.7724, -73.95828)"
"2746",1281922,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TM 358 CORP","JUNIPER BAR","237 WEST 35TH ST","","NEW YORK","NY","10001",869094,"01/07/2015","01/01/2017","12/31/2018",40.75246,-73.99146,"(40.75246, -73.99146)"
"2747",1281984,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JMFF LLC","DOLANS TAVERN","213 FRONT ST","","NEW YORK","NY","10038",875409,"06/17/2015","06/01/2017","05/31/2019",40.70723,-74.00259,"(40.70723, -74.00259)"
"2748",1281991,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","YARDBIRD LLC","MAIDEN LANE","162 AVENUE B","162-4 AVE B AKA 345 E 10STH ST","NEW YORK","NY","10009",869607,"01/20/2015","01/01/2017","12/31/2018",40.72691,-73.97995,"(40.72691, -73.97995)"
"2749",1281993,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VINEGAR FACTORY INC, THE","THE VINEGAR FACTORY","429 433 E 91ST ST","","NEW YORK","NY","10128",867734,"11/26/2014","11/01/2016","10/31/2018",0,0,"(0.0, 0.0)"
"2750",1282049,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PATRIZIA'S OF 2ND AVENUE LLC","","462 466 2ND AVE","","NEW YORK","NY","10016",871508,"03/25/2015","03/01/2017","02/28/2019",0,0,"(0.0, 0.0)"
"2751",1282076,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","658 THAI CORP","SHOKUDO","658 9TH AVE","","NEW YORK","NY","10036",869109,"01/20/2015","01/01/2017","12/31/2018",40.76076,-73.99058,"(40.76076, -73.99058)"
"2752",1282096,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TOP BILLIARD INC","SPACE BILLIARD","34 W 32ND ST 12TH FL","","NEW YORK","NY","10001",870037,"02/19/2015","02/01/2017","01/31/2019",40.74806,-73.98782,"(40.74806, -73.98782)"
"2753",1282099,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHOP SHOP KITCHEN INC","CHOP SHOP","41 W 24TH ST","","NEW YORK","NY","10010",874023,"05/28/2015","05/01/2017","04/30/2019",40.74331,-73.99116,"(40.74331, -73.99116)"
"2754",1282100,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MCFNY2 LLC","MISSION CHINESE","171 EAST BROADWAY","","NEW YORK","NY","10002",868340,"12/11/2014","12/01/2016","11/30/2018",40.71383,-73.98966,"(40.71383, -73.98966)"
"2755",1282118,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ATM JAPAN INC","TATAKI SUSHI RESTAURANT","3 LISPENARD ST","","NEW YORK","NY","10013",877723,"08/04/2015","08/01/2017","07/31/2019",40.72066,-74.00486,"(40.72066, -74.00486)"
"2756",1282119,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","975 AMSTERDAM INC","SPICE","975 AMSTERDAM AVE","","NEW YORK","NY","10025",874089,"05/27/2015","05/01/2017","04/30/2019",40.8015,-73.96454,"(40.8015, -73.96454)"
"2757",1282223,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LEFKADA LLC","KORALI","1662 3RD AVE","","NEW YORK","NY","10128",871601,"03/16/2015","03/01/2017","02/28/2019",40.78348,-73.95097,"(40.78348, -73.95097)"
"2758",1282265,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TAQUERIA SAINT MARKS PLACE INC","TAQUERIA ST MARKS","79 SAINT MARKS PL","","NEW YORK","NY","10003",871665,"03/03/2015","03/01/2017","02/28/2019",40.72788,-73.98554,"(40.72788, -73.98554)"
"2759",1282269,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","151 DYCKMAN CORP","LOTUS CAFE","151 DYCKMAN ST","","NEW YORK","NY","10040",871965,"03/10/2015","03/01/2017","02/28/2019",40.86343,-73.92552,"(40.86343, -73.92552)"
"2760",1282298,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PORTO RESTAURANT INC","HOLLYWOOD DINER","574 6TH AVE","","NEW YORK","NY","10011",873716,"01/08/2015","04/05/2017","12/31/2018",40.66348,-73.98802,"(40.66348, -73.98802)"
"2761",1282301,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PEJ RESTAURANT LLC","FOXY JOHNS","143 E 47TH ST","","NEW YORK","NY","10017",867717,"12/22/2014","12/01/2016","11/30/2018",40.75444,-73.97273,"(40.75444, -73.97273)"
"2762",1282327,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BROTHERS HARVEY LLC","RESERVOIR","70 UNIVERSITY PL","","NEW YORK","NY","10016",868728,"12/18/2014","12/01/2016","11/30/2018",0,0,"(0.0, 0.0)"
"2763",1282350,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GEORGIAS EASTSIDE BBQ INC","GEORGIA'S EASTSIDE BBQ","192 ORCHARD ST","","NEW YORK","NY","10002",869785,"01/22/2015","01/11/2017","12/31/2018",40.72211,-73.9879,"(40.72211, -73.9879)"
"2764",1282387,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","71 WORTH LLC","AS IS NYC","734 10TH AVE","","NEW YORK","NY","10019",882399,"12/04/2015","11/01/2017","10/31/2019",40.76466,-73.99144,"(40.76466, -73.99144)"
"2765",1282408,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","A S SUBWAY INN INC","SUBWAY INN","1140 SECOND AVE","","NEW YORK","NY","10022",865462,"02/25/2015","09/01/2016","08/31/2018",40.76122,-73.96351,"(40.76122, -73.96351)"
"2766",1282434,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DSMI REST LLC","MACCHINA","2758 BROADWAY","","NEW YORK","NY","10025",875340,"06/22/2015","06/01/2017","05/31/2019",40.80098,-73.9675,"(40.80098, -73.9675)"
"2767",1282438,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IBAO CORP","CHAI","930 8TH AVE","","NEW YORK","NY","10019",869409,"12/22/2014","12/22/2016","11/30/2018",40.76539,-73.98349,"(40.76539, -73.98349)"
"2768",1282498,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MESA SEAVIEW CORP","MESA SEAVIEW","41 43 E 7TH ST","LOWER LEVEL","NEW YORK","NY","10003",869063,"01/21/2015","01/01/2017","12/31/2018",0,0,"(0.0, 0.0)"
